 0; 	 130.1815; 	    282; 	100.0; 	"130.18";
 1; 	 142.0990; 	    152; 	 54.0; 	"142.10";
 2; 	 143.7592; 	    115; 	 40.8; 	"143.76";
 3; 	 155.0112; 	    201; 	 71.5; 	"155.01";
 4; 	 175.0207; 	    268; 	 95.0; 	"175.02";
 5; 	 185.0074; 	    124; 	 43.9; 	"185.01";
 6; 	 233.6814; 	    167; 	 59.2; 	"233.68";
 7; 	 291.5803; 	    220; 	 77.9; 	"291.58";
 8; 	 292.3151; 	    178; 	 63.0; 	"292.32";
 9; 	 521.6904; 	    259; 	 91.8; 	"521.69";
10; 	 658.8321; 	    145; 	 51.4; 	"658.83";
