 0; 	 101.1084; 	    272; 	 18.5; 	"101.11";
 1; 	 143.0234; 	    258; 	 17.6; 	"143.02";
 2; 	 154.9969; 	    461; 	 31.4; 	"155.00";
 3; 	 156.9955; 	    597; 	 40.7; 	"157.00";
 4; 	 162.9760; 	    333; 	 22.7; 	"162.98";
 5; 	 169.6626; 	    264; 	 18.0; 	"169.66";
 6; 	 177.9717; 	    153; 	 10.4; 	"177.97";
 7; 	 182.9949; 	   1153; 	 78.6; 	"182.99";
 8; 	 184.9956; 	   1467; 	100.0; 	"185.00";
 9; 	 226.3447; 	    260; 	 17.7; 	"226.34";
10; 	 304.5989; 	    261; 	 17.8; 	"304.60";
11; 	 487.2253; 	    257; 	 17.5; 	"487.23";
12; 	 514.7470; 	    231; 	 15.8; 	"514.75";
13; 	 516.7487; 	    427; 	 29.1; 	"516.75";
14; 	 518.7619; 	    294; 	 20.0; 	"518.76";
15; 	 569.3385; 	    266; 	 18.1; 	"569.34";
16; 	 608.6228; 	    258; 	 17.6; 	"608.62";
