 0; 	  55.7300; 	    191; 	 68.4; 	"55.73";
 1; 	 160.8734; 	    259; 	 93.1; 	"160.87";
 2; 	 174.9619; 	    279; 	100.0; 	"174.96";
 3; 	 185.0121; 	    238; 	 85.4; 	"185.01";
 4; 	 197.6797; 	    128; 	 46.0; 	"197.68";
 5; 	 205.6609; 	    206; 	 74.0; 	"205.66";
 6; 	 242.3210; 	    257; 	 92.3; 	"242.32";
 7; 	 370.7966; 	    267; 	 95.7; 	"370.80";
 8; 	 388.6221; 	    257; 	 92.3; 	"388.62";
 9; 	 566.0854; 	    258; 	 92.6; 	"566.09";
