 0; 	 121.8210; 	    268; 	 31.8; 	"121.82";
 1; 	 155.0136; 	    733; 	 87.0; 	"155.01";
 2; 	 157.0094; 	    843; 	100.0; 	"157.01";
 3; 	 183.0130; 	    423; 	 50.2; 	"183.01";
 4; 	 184.9233; 	    242; 	 28.7; 	"184.92";
 5; 	 234.3346; 	    258; 	 30.6; 	"234.33";
 6; 	 249.8795; 	    107; 	 12.7; 	"249.88";
 7; 	 526.9826; 	    258; 	 30.6; 	"526.98";
