  0; 	  27.1635; 	    266; 	 20.4; 	 0.00; 	"20.40";
  1; 	  48.1638; 	    264; 	 19.1; 	 0.00; 	"19.10";
  2; 	  58.0765; 	    267; 	 20.5; 	 0.00; 	"20.50";
  3; 	  58.1352; 	    149; 	 11.4; 	 0.00; 	"11.40";
  4; 	  70.2446; 	    280; 	 20.2; 	 0.00; 	"20.20";
  5; 	 107.4554; 	    256; 	 18.5; 	 0.00; 	"18.50";
  6; 	 121.8210; 	    268; 	 31.8; 	 0.00; 	"31.80";
  7; 	 126.6266; 	    264; 	 19.1; 	 0.00; 	"19.10";
  8; 	 130.1815; 	    282; 	100.0; 	 0.00; 	"100.00";
  9; 	 142.0990; 	    152; 	 54.0; 	 0.00; 	"54.00";
 10; 	 143.7592; 	    115; 	 40.8; 	 0.00; 	"40.80";
 11; 	 154.9357; 	    851; 	 61.5; 	 0.00; 	"61.50";
 12; 	 154.9584; 	    909; 	 69.7; 	 0.00; 	"69.70";
 13; 	 155.0112; 	    201; 	 71.5; 	 0.00; 	"71.50";
 14; 	 155.0136; 	    733; 	 87.0; 	 0.00; 	"87.00";
 15; 	 156.9354; 	   1384; 	100.0; 	 0.00; 	"100.00";
 16; 	 156.9566; 	   1304; 	100.0; 	 0.00; 	"100.00";
 17; 	 157.0094; 	    843; 	100.0; 	 0.00; 	"100.00";
 18; 	 175.0207; 	    268; 	 95.0; 	 0.00; 	"95.00";
 19; 	 182.9259; 	    531; 	 38.4; 	 0.00; 	"38.40";
 20; 	 182.9411; 	    171; 	 13.1; 	 0.00; 	"13.10";
 21; 	 183.0130; 	    423; 	 50.2; 	 0.00; 	"50.20";
 22; 	 184.9193; 	    723; 	 52.3; 	 0.00; 	"52.30";
 23; 	 184.9233; 	    242; 	 28.7; 	 0.00; 	"28.70";
 24; 	 184.9506; 	    422; 	 32.4; 	 0.00; 	"32.40";
 25; 	 185.0074; 	    124; 	 43.9; 	 0.00; 	"43.90";
 26; 	 195.6572; 	    105; 	  8.0; 	 0.00; 	"";
 27; 	 195.9317; 	    148; 	 10.7; 	 0.00; 	"10.70";
 28; 	 195.9386; 	    141; 	 10.8; 	 0.00; 	"10.80";
 29; 	 233.6814; 	    167; 	 59.2; 	 0.00; 	"59.20";
 30; 	 234.3346; 	    258; 	 30.6; 	 0.00; 	"30.60";
 31; 	 243.8488; 	    163; 	 11.8; 	 0.00; 	"11.80";
 32; 	 249.8795; 	    107; 	 12.7; 	 0.00; 	"12.70";
 33; 	 291.5803; 	    220; 	 77.9; 	 0.00; 	"77.90";
 34; 	 292.3151; 	    178; 	 63.0; 	 0.00; 	"63.00";
 35; 	 305.7408; 	    263; 	 20.2; 	 0.00; 	"20.20";
 36; 	 354.4614; 	    259; 	 19.9; 	 0.00; 	"19.90";
 37; 	 466.8078; 	    135; 	  9.7; 	 0.00; 	"";
 38; 	 521.6904; 	    259; 	 91.8; 	 0.00; 	"91.80";
 39; 	 526.9826; 	    258; 	 30.6; 	 0.00; 	"30.60";
 40; 	 572.6262; 	    257; 	 19.7; 	 0.00; 	"19.70";
 41; 	 658.8321; 	    145; 	 51.4; 	 0.00; 	"51.40";
 42; 	  42.1414; 	    118; 	  4.4; 	 0.01; 	"";
 43; 	  42.8918; 	    205; 	  7.6; 	 0.01; 	"";
 44; 	 154.9990; 	   2701; 	100.0; 	 0.01; 	"100.00";
 45; 	 156.9942; 	   2375; 	 87.9; 	 0.01; 	"87.90";
 46; 	 178.1229; 	    106; 	  3.9; 	 0.01; 	"";
 47; 	 179.0596; 	    303; 	 11.2; 	 0.01; 	"11.20";
 48; 	 182.9956; 	   1410; 	 52.2; 	 0.01; 	"52.20";
 49; 	 184.9926; 	   1559; 	 57.7; 	 0.01; 	"57.70";
 50; 	 192.9659; 	    102; 	  3.8; 	 0.01; 	"";
 51; 	 213.5414; 	    263; 	  9.7; 	 0.01; 	"";
 52; 	 263.2813; 	    145; 	  5.4; 	 0.01; 	"";
 53; 	 269.2811; 	    258; 	  9.6; 	 0.01; 	"";
 54; 	 323.0759; 	    122; 	  4.5; 	 0.01; 	"";
 55; 	 421.0755; 	    258; 	  9.6; 	 0.01; 	"";
 56; 	  87.1061; 	    100; 	  3.7; 	 0.10; 	"";
 57; 	 146.2633; 	    148; 	  5.4; 	 0.10; 	"";
 58; 	 154.9963; 	   2447; 	 88.9; 	 0.10; 	"88.90";
 59; 	 156.0625; 	    121; 	  4.4; 	 0.10; 	"";
 60; 	 156.9906; 	   2753; 	100.0; 	 0.10; 	"100.00";
 61; 	 179.0998; 	    212; 	  7.7; 	 0.10; 	"";
 62; 	 182.9953; 	   1603; 	 58.2; 	 0.10; 	"58.20";
 63; 	 183.9585; 	    197; 	  7.2; 	 0.10; 	"";
 64; 	 184.9885; 	   1100; 	 39.9; 	 0.10; 	"39.90";
 65; 	 230.2364; 	    109; 	  4.0; 	 0.10; 	"";
 66; 	 326.5022; 	    259; 	  9.4; 	 0.10; 	"";
 67; 	 652.2771; 	    243; 	  8.8; 	 0.10; 	"";
 68; 	  46.1884; 	    106; 	  3.6; 	 1.00; 	"";
 69; 	 121.9729; 	    258; 	  8.7; 	 1.00; 	"";
 70; 	 154.9985; 	   2801; 	 94.7; 	 1.00; 	"94.70";
 71; 	 155.9974; 	    506; 	 17.1; 	 1.00; 	"17.10";
 72; 	 156.9945; 	   2959; 	100.0; 	 1.00; 	"100.00";
 73; 	 179.0992; 	    440; 	 14.9; 	 1.00; 	"14.90";
 74; 	 182.9960; 	   1236; 	 41.8; 	 1.00; 	"41.80";
 75; 	 184.9930; 	    886; 	 30.0; 	 1.00; 	"30.00";
 76; 	 192.9981; 	    114; 	  3.9; 	 1.00; 	"";
 77; 	 361.9555; 	    126; 	  4.3; 	 1.00; 	"";
 78; 	 424.0451; 	    263; 	  8.9; 	 1.00; 	"";
 79; 	 438.1546; 	    151; 	  5.1; 	 1.00; 	"";
 80; 	 535.2823; 	    259; 	  8.8; 	 1.00; 	"";
 81; 	  61.0677; 	    235; 	  9.6; 	10.00; 	"";
 82; 	  62.3517; 	    271; 	 11.1; 	10.00; 	"11.10";
 83; 	  76.0763; 	    149; 	  6.1; 	10.00; 	"";
 84; 	 126.8242; 	    111; 	  4.6; 	10.00; 	"";
 85; 	 130.1989; 	    260; 	 10.6; 	10.00; 	"10.60";
 86; 	 155.0119; 	   1576; 	 64.6; 	10.00; 	"64.60";
 87; 	 155.9415; 	    124; 	  5.1; 	10.00; 	"";
 88; 	 157.0082; 	   2440; 	100.0; 	10.00; 	"100.00";
 89; 	 196.0318; 	    128; 	  5.3; 	10.00; 	"";
 90; 	 235.2632; 	    219; 	  9.0; 	10.00; 	"";
 91; 	 425.5301; 	    266; 	 10.9; 	10.00; 	"10.90";
 92; 	 449.6904; 	    257; 	 10.5; 	10.00; 	"10.50";
 93; 	 502.2631; 	    150; 	  6.2; 	10.00; 	"";
 94; 	  50.0749; 	    107; 	  8.6; 	20.00; 	"";
 95; 	  75.0890; 	    672; 	 53.7; 	20.00; 	"53.70";
 96; 	  76.1013; 	    597; 	 47.7; 	20.00; 	"47.70";
 97; 	 155.0140; 	   1251; 	100.0; 	20.00; 	"100.00";
 98; 	 157.0048; 	   1217; 	 97.3; 	20.00; 	"97.30";
 99; 	 276.1791; 	    174; 	 13.9; 	20.00; 	"13.90";
100; 	 385.8860; 	    258; 	 20.6; 	20.00; 	"20.60";
101; 	  22.4466; 	    112; 	  4.1; 	40.00; 	"";
102; 	  22.9932; 	    269; 	  9.9; 	40.00; 	"";
103; 	  50.0644; 	   1533; 	 56.3; 	40.00; 	"56.30";
104; 	  51.0693; 	    109; 	  4.0; 	40.00; 	"";
105; 	  74.0626; 	    727; 	 26.7; 	40.00; 	"26.70";
106; 	  75.0674; 	    770; 	 28.2; 	40.00; 	"28.20";
107; 	  76.0766; 	   2724; 	100.0; 	40.00; 	"100.00";
108; 	 105.0730; 	    191; 	  7.0; 	40.00; 	"";
109; 	 154.9932; 	    112; 	  4.1; 	40.00; 	"";
110; 	 156.9612; 	    228; 	  8.4; 	40.00; 	"";
111; 	 341.3540; 	    284; 	 10.4; 	40.00; 	"10.40";
112; 	 583.3162; 	    280; 	 10.3; 	40.00; 	"10.30";
