 0; 	  39.0240; 	   4726; 	 60.1; 	"39.02";
 1; 	  53.0030; 	   2300; 	 29.2; 	"53.00";
 2; 	  62.0154; 	    552; 	  7.0; 	"";
 3; 	  63.0242; 	   7864; 	100.0; 	"63.02";
0.0000
