 0; 	  39.0208; 	  10573; 	 11.9; 	"39.02";
 1; 	  40.0229; 	    548; 	  0.6; 	"";
 2; 	  53.0002; 	    998; 	  1.1; 	"";
 3; 	  61.0082; 	   5332; 	  6.0; 	"";
 4; 	  81.5217; 	   1830; 	  2.1; 	"";
 5; 	  94.0250; 	  88675; 	100.0; 	"94.03";
 6; 	  95.0284; 	   7242; 	  8.2; 	"";
 7; 	 122.0311; 	  10277; 	 11.6; 	"122.03";
 8; 	 123.0353; 	   1016; 	  1.1; 	"";
8.9278
