0 0.9000  -1235.5461 -3243926.2440 809.8419
1 0.9100  -1235.5693 -3243987.2656 748.8204
2 0.9201  -1235.5906 -3244043.2471 692.8389
3 0.9301  -1235.6102 -3244094.5383 641.5476
4 0.9401  -1235.6280 -3244141.4157 594.6702
5 0.9501  -1235.6443 -3244184.2005 551.8855
6 0.9602  -1235.6592 -3244223.1321 512.9538
7 0.9702  -1235.6726 -3244258.4952 477.5907
8 0.9802  -1235.6848 -3244290.5011 445.5848
9 0.9902  -1235.6960 -3244319.9337 416.1522
10 1.0003  -1235.7060 -3244346.2044 389.8815
11 1.0103  -1235.7150 -3244369.8273 366.2587
12 1.0203  -1235.7231 -3244390.9991 345.0868
13 1.0303  -1235.7303 -3244409.9069 326.1791
14 1.0404  -1235.7367 -3244426.7317 309.3542
15 1.0504  -1235.7424 -3244441.6634 294.4225
16 1.0604  -1235.7474 -3244454.9182 281.1678
17 1.0704  -1235.7522 -3244467.2915 268.7944
18 1.0805  -1235.7565 -3244478.7364 257.3496
19 1.0905  -1235.7605 -3244489.2479 246.8380
20 1.1005  -1235.7642 -3244498.9252 237.1607
21 1.1105  -1235.7676 -3244507.8441 228.2419
22 1.1206  -1235.7707 -3244515.9785 220.1075
23 1.1306  -1235.7738 -3244524.1722 211.9138
24 1.1406  -1235.7764 -3244530.8883 205.1977
25 1.1506  -1235.7786 -3244536.6176 199.4684
26 1.1607  -1235.7804 -3244541.4073 194.6786
27 1.1707  -1235.7819 -3244545.3119 190.7740
28 1.1807  -1235.7830 -3244548.3817 187.7043
29 1.1907  -1235.7839 -3244550.6662 185.4197
30 1.2008  -1235.7845 -3244552.2142 183.8717
31 1.2108  -1235.7848 -3244553.0721 183.0139
32 1.2208  -1235.7849 -3244553.2850 182.8009
33 1.2308  -1235.7848 -3244552.8949 183.1910
34 1.2409  -1235.7844 -3244551.9460 184.1399
35 1.2509  -1235.7838 -3244550.4751 185.6109
36 1.2609  -1235.7831 -3244548.5205 187.5655
37 1.2709  -1235.7822 -3244546.1161 189.9699
38 1.2810  -1235.7811 -3244543.2953 192.7906
39 1.2910  -1235.7799 -3244540.0887 195.9973
40 1.3010  -1235.7785 -3244536.5255 199.5604
41 1.3110  -1235.7770 -3244532.6329 203.4530
42 1.3211  -1235.7754 -3244528.4369 207.6491
43 1.3311  -1235.7737 -3244523.9617 212.1243
44 1.3411  -1235.7719 -3244519.2302 216.8558
45 1.3511  -1235.7700 -3244514.2641 221.8218
46 1.3612  -1235.7681 -3244509.0842 227.0018
47 1.3712  -1235.7660 -3244503.7096 232.3763
48 1.3812  -1235.7639 -3244498.1588 237.9271
49 1.3912  -1235.7617 -3244492.4488 243.6371
50 1.4013  -1235.7595 -3244486.5962 249.4898
51 1.4113  -1235.7572 -3244480.6159 255.4701
52 1.4213  -1235.7549 -3244474.5222 261.5637
53 1.4313  -1235.7526 -3244468.3287 267.7573
54 1.4414  -1235.7502 -3244462.0477 274.0382
55 1.4514  -1235.7477 -3244455.6910 280.3950
56 1.4614  -1235.7453 -3244449.2702 286.8158
