 0; 	  39.0598; 	    643; 	100.0; 	"39.06";
 1; 	  65.0649; 	    172; 	 26.7; 	"65.06";
 2; 	  75.0469; 	    295; 	 45.8; 	"75.05";
 3; 	  77.0595; 	    197; 	 30.6; 	"77.06";
 4; 	 152.0427; 	    115; 	 17.9; 	"152.04";
