 0; 	 100.8572; 	    142; 	 14.6; 	"100.86";
 1; 	 121.0342; 	    975; 	100.0; 	"121.03";
 2; 	 122.2747; 	    258; 	 26.5; 	"122.27";
 3; 	 149.0559; 	    103; 	 10.6; 	"149.06";
 4; 	 160.1212; 	    270; 	 27.7; 	"160.12";
 5; 	 182.7427; 	    268; 	 27.5; 	"182.74";
 6; 	 254.5467; 	    101; 	 10.3; 	"254.55";
 7; 	 321.7229; 	    118; 	 12.1; 	"321.72";
 8; 	 453.7076; 	    258; 	 26.5; 	"453.71";
 9; 	 488.8435; 	    253; 	 26.0; 	"488.84";
