 0; 	  51.0233; 	  32412; 	 52.7; 	"51.02";
 1; 	  74.0160; 	    608; 	  1.0; 	"";
 2; 	  75.0230; 	  13189; 	 21.4; 	"75.02";
 3; 	  77.0390; 	  61559; 	100.0; 	"77.04";
 4; 	  78.0414; 	   2278; 	  3.7; 	"";
 5; 	 101.0376; 	   3276; 	  5.3; 	"";
 6; 	 126.0458; 	   6530; 	 10.6; 	"126.05";
 7; 	 127.0529; 	   5305; 	  8.6; 	"";
0.0000
