00.00; 4.6931;
00.10; 5.2149;
00.25; 4.0955;
00.50; 3.5553;
00.75; ;
01.00; 2.6837;
01.50; 2.5970;
02.00; 0.0000;
03.00; 0.2813;
04.00; ;
10.00; 0.0000;
20.00; 0.0000;
40.00; 0.0000;
