 0; 	  22.9941; 	    261; 	 92.2; 	"22.99";
 1; 	  25.7237; 	    239; 	 84.4; 	"25.72";
 2; 	  47.8339; 	    149; 	 52.7; 	"47.83";
 3; 	  72.0155; 	    258; 	 90.9; 	"72.02";
 4; 	 103.2886; 	    278; 	 97.9; 	"103.29";
 5; 	 117.5236; 	    269; 	 94.7; 	"117.52";
 6; 	 177.9011; 	    284; 	100.0; 	"177.90";
 7; 	 269.1444; 	    140; 	 49.3; 	"269.14";
 8; 	 281.7768; 	    118; 	 41.5; 	"281.78";
 9; 	 294.0260; 	    261; 	 91.9; 	"294.03";
10; 	 388.8702; 	    114; 	 40.4; 	"388.87";
11; 	 526.1380; 	    263; 	 92.7; 	"526.14";
