 0; 	  51.1867; 	    133; 	 49.5; 	"51.19";
 1; 	 156.9509; 	    118; 	 43.9; 	"156.95";
 2; 	 263.1077; 	    259; 	 96.5; 	"263.11";
 3; 	 362.5311; 	    101; 	 37.7; 	"362.53";
 4; 	 450.9443; 	    119; 	 44.5; 	"450.94";
 5; 	 509.5937; 	    269; 	100.0; 	"509.59";
