 0; 	  51.0238; 	  15050; 	 22.1; 	"51.02";
 1; 	  63.0233; 	  19274; 	 28.3; 	"63.02";
 2; 	  64.0310; 	  39828; 	 58.6; 	"64.03";
 3; 	  65.0346; 	    815; 	  1.2; 	"";
 4; 	  77.0394; 	  68008; 	100.0; 	"77.04";
 5; 	  78.0428; 	   3616; 	  5.3; 	"";
 6; 	  92.0258; 	  55984; 	 82.3; 	"92.03";
 7; 	  93.0294; 	   2540; 	  3.7; 	"";
