 0; 	  39.0235; 	  49845; 	  8.8; 	"";
 1; 	  39.0771; 	   1107; 	  0.2; 	"";
 2; 	  40.0271; 	   1861; 	  0.3; 	"";
 3; 	  41.0388; 	   2054; 	  0.4; 	"";
 4; 	  42.0358; 	   1241; 	  0.2; 	"";
 5; 	  51.0230; 	   3028; 	  0.5; 	"";
 6; 	  52.0254; 	    707; 	  0.1; 	"";
 7; 	  53.0395; 	  27684; 	  4.9; 	"";
 8; 	  53.1024; 	    573; 	  0.1; 	"";
 9; 	  54.0421; 	   1249; 	  0.2; 	"";
10; 	  65.0400; 	 567063; 	100.0; 	"65.04";
11; 	  65.1076; 	   4275; 	  0.8; 	"";
12; 	  66.0402; 	  52952; 	  9.3; 	"";
13; 	  66.1089; 	    929; 	  0.2; 	"";
14; 	  67.0420; 	   1584; 	  0.3; 	"";
15; 	  78.0333; 	   1480; 	  0.3; 	"";
16; 	  90.0333; 	   1208; 	  0.2; 	"";
17; 	  92.0527; 	 484347; 	 85.4; 	"92.05";
18; 	  93.0519; 	  48701; 	  8.6; 	"";
19; 	  94.0565; 	   1227; 	  0.2; 	"";
