 0; 	  39.0243; 	  53367; 	 84.9; 	"39.02";
 1; 	  40.0265; 	   1430; 	  2.3; 	"";
 2; 	  51.0235; 	    970; 	  1.5; 	"";
 3; 	  52.0308; 	    524; 	  0.8; 	"";
 4; 	  53.0392; 	   1141; 	  1.8; 	"";
 5; 	  64.0188; 	    530; 	  0.8; 	"";
 6; 	  65.0398; 	  62863; 	100.0; 	"65.04";
 7; 	  65.1088; 	    503; 	  0.8; 	"";
 8; 	  66.0378; 	   6835; 	 10.9; 	"66.04";
 9; 	  92.0493; 	    650; 	  1.0; 	"";
0.0000
