 0; 	  41.7418; 	    159; 	  2.9; 	"";
 1; 	  49.6898; 	    270; 	  5.0; 	"";
 2; 	  78.8646; 	    259; 	  4.8; 	"";
 3; 	  92.0281; 	    106; 	  2.0; 	"";
 4; 	 121.7953; 	    137; 	  2.5; 	"";
 5; 	 122.0232; 	   2665; 	 49.2; 	"122.02";
 6; 	 125.0484; 	    266; 	  4.9; 	"";
 7; 	 150.0302; 	   5420; 	100.0; 	"150.03";
 8; 	 211.4648; 	    109; 	  2.0; 	"";
 9; 	 377.1508; 	    193; 	  3.6; 	"";
10; 	 387.0511; 	    934; 	 17.2; 	"387.05";
11; 	 391.3907; 	    102; 	  1.9; 	"";
12; 	 611.9823; 	    219; 	  4.0; 	"";
