 0; 	  27.8467; 	    160; 	  2.4; 	"";
 1; 	  76.1157; 	    133; 	  2.0; 	"";
 2; 	 112.0446; 	    119; 	  1.8; 	"";
 3; 	 122.0249; 	   3438; 	 51.1; 	"122.02";
 4; 	 123.0252; 	    117; 	  1.7; 	"";
 5; 	 150.0299; 	   6728; 	100.0; 	"150.03";
 6; 	 151.0283; 	    420; 	  6.2; 	"";
 7; 	 195.5087; 	    221; 	  3.3; 	"";
 8; 	 386.0557; 	    233; 	  3.5; 	"";
 9; 	 387.0599; 	   3025; 	 45.0; 	"387.06";
10; 	 388.0523; 	    341; 	  5.1; 	"";
11; 	 494.2077; 	    174; 	  2.6; 	"";
12; 	 517.6848; 	    157; 	  2.3; 	"";
13; 	 557.0028; 	    258; 	  3.8; 	"";
