 0; 	  51.0227; 	    341; 	100.0; 	"51.02";
 1; 	  55.0201; 	    219; 	 64.1; 	"55.02";
 2; 	  55.0787; 	    118; 	 34.4; 	"55.08";
 3; 	  75.0239; 	    164; 	 48.2; 	"75.02";
 4; 	  79.0890; 	    112; 	 32.9; 	"79.09";
 5; 	  92.1206; 	    115; 	 33.6; 	"92.12";
 6; 	 104.5792; 	    282; 	 82.7; 	"104.58";
 7; 	 105.1598; 	    122; 	 35.9; 	"105.16";
 8; 	 116.0488; 	    247; 	 72.5; 	"116.05";
 9; 	 225.2363; 	    199; 	 58.3; 	"225.24";
10; 	 456.7316; 	    155; 	 45.5; 	"456.73";
11; 	 478.8414; 	    247; 	 72.5; 	"478.84";
12; 	 555.9279; 	    256; 	 75.1; 	"555.93";
