 0; 	  29.9739; 	    110; 	 39.5; 	"29.97";
 1; 	  95.8557; 	    165; 	 59.5; 	"95.86";
 2; 	 122.0137; 	    251; 	 90.6; 	"122.01";
 3; 	 148.1094; 	    234; 	 84.3; 	"148.11";
 4; 	 149.0204; 	    122; 	 43.8; 	"149.02";
 5; 	 152.0555; 	    109; 	 39.2; 	"152.06";
 6; 	 329.8738; 	    261; 	 94.2; 	"329.87";
 7; 	 523.1393; 	    278; 	100.0; 	"523.14";
 8; 	 659.6346; 	    257; 	 92.6; 	"659.63";
