 0; 	  39.0191; 	  10135; 	 10.0; 	"39.02";
 1; 	  52.9982; 	   1136; 	  1.1; 	"";
 2; 	  61.0088; 	   1872; 	  1.8; 	"";
 3; 	  81.5175; 	   2680; 	  2.6; 	"";
 4; 	  94.0229; 	 101259; 	100.0; 	"94.02";
 5; 	  95.0262; 	   8095; 	  8.0; 	"";
 6; 	 122.0281; 	  19121; 	 18.9; 	"122.03";
 7; 	 122.9199; 	   2369; 	  2.3; 	"";
 8; 	 126.0120; 	    860; 	  0.8; 	"";
84.8498
