 0; 	 155.9441; 	   2993; 	 46.2; 	"155.94";
 1; 	 157.9423; 	   3002; 	 46.4; 	"157.94";
 2; 	 158.9296; 	   6475; 	100.0; 	"158.93";
 3; 	 200.9662; 	   1427; 	 22.0; 	"200.97";
 4; 	 201.9545; 	   3000; 	 46.3; 	"201.95";
 5; 	 202.9640; 	   1053; 	 16.3; 	"202.96";
30.5268
