0 0.9000  -1506.6520 -3955714.7783 811.4111
1 0.9100  -1506.6759 -3955777.5516 748.6379
2 0.9201  -1506.6979 -3955835.3696 690.8199
3 0.9301  -1506.7182 -3955888.5745 637.6149
4 0.9401  -1506.7368 -3955937.4948 588.6947
5 0.9501  -1506.7539 -3955982.4024 543.7871
6 0.9602  -1506.7696 -3956023.5544 502.6351
7 0.9702  -1506.7839 -3956061.2134 464.9760
8 0.9802  -1506.7970 -3956095.6242 430.5653
9 0.9902  -1506.8090 -3956127.0198 399.1696
10 1.0003  -1506.8199 -3956155.6236 370.5658
11 1.0103  -1506.8298 -3956181.6586 344.5309
12 1.0203  -1506.8388 -3956205.3218 320.8676
13 1.0303  -1506.8470 -3956226.7799 299.4095
14 1.0404  -1506.8544 -3956246.2050 279.9845
15 1.0504  -1506.8611 -3956263.7569 262.4325
16 1.0604  -1506.8671 -3956279.5822 246.6073
17 1.0704  -1506.8725 -3956293.8066 232.3829
18 1.0805  -1506.8774 -3956306.5424 219.6470
19 1.0905  -1506.8817 -3956317.8836 208.3059
20 1.1005  -1506.8855 -3956327.9103 198.2792
21 1.1105  -1506.8889 -3956336.6959 189.4936
22 1.1206  -1506.8918 -3956344.3067 181.8827
23 1.1306  -1506.8942 -3956350.8077 175.3817
24 1.1406  -1506.8963 -3956356.2611 169.9283
25 1.1506  -1506.8980 -3956360.7262 165.4633
26 1.1607  -1506.8994 -3956364.2615 161.9280
27 1.1707  -1506.9004 -3956366.9230 159.2665
28 1.1807  -1506.9011 -3956368.7637 157.4258
29 1.1907  -1506.9015 -3956369.8369 156.3525
30 1.2008  -1506.9016 -3956370.1927 155.9967
31 1.2108  -1506.9015 -3956369.8792 156.3102
32 1.2208  -1506.9011 -3956368.9461 157.2434
33 1.2308  -1506.9006 -3956367.4371 158.7524
34 1.2409  -1506.8998 -3956365.3965 160.7930
35 1.2509  -1506.8988 -3956362.8654 163.3241
36 1.2609  -1506.8977 -3956359.8848 166.3047
37 1.2709  -1506.8964 -3956356.4857 169.7038
38 1.2810  -1506.8950 -3956352.7249 173.4646
39 1.2910  -1506.8934 -3956348.6223 177.5672
40 1.3010  -1506.8918 -3956344.3507 181.8387
41 1.3110  -1506.8900 -3956339.7789 186.4106
42 1.3211  -1506.8882 -3956334.9548 191.2346
43 1.3311  -1506.8863 -3956329.8876 196.3019
44 1.3411  -1506.8843 -3956324.6332 201.5562
45 1.3511  -1506.8822 -3956319.1793 207.0101
46 1.3612  -1506.8800 -3956313.5612 212.6282
47 1.3712  -1506.8779 -3956307.8032 218.3862
48 1.3812  -1506.8756 -3956301.9346 224.2548
49 1.3912  -1506.8734 -3956295.9868 230.2027
50 1.4013  -1506.8711 -3956289.9599 236.2296
51 1.4113  -1506.8688 -3956284.0534 242.1360
52 1.4213  -1506.8665 -3956278.0837 248.1057
53 1.4313  -1506.8642 -3956272.0652 254.1242
54 1.4414  -1506.8619 -3956265.9898 260.1997
55 1.4514  -1506.8596 -3956259.8811 266.3084
56 1.4614  -1506.8573 -3956253.7366 272.4529
57 1.4714  -1506.8549 -3956247.5695 278.6200
58 1.4815  -1506.8526 -3956241.3880 284.8015
59 1.4915  -1506.8502 -3956235.2073 290.9822
60 1.5015  -1506.8478 -3956229.0267 297.1628
61 1.5115  -1506.8455 -3956222.8554 303.3341
62 1.5216  -1506.8432 -3956216.6971 309.4923
63 1.5316  -1506.8408 -3956210.5613 315.6282
64 1.5416  -1506.8385 -3956204.4499 321.7395
65 1.5516  -1506.8362 -3956198.3587 327.8307
66 1.5617  -1506.8339 -3956192.3274 333.8620
67 1.5717  -1506.8316 -3956186.3234 339.8660
68 1.5817  -1506.8293 -3956180.3650 345.8245
69 1.5917  -1506.8271 -3956174.4556 351.7339
70 1.6018  -1506.8248 -3956168.6058 357.5836
71 1.6118  -1506.8230 -3956163.6943 362.4952
72 1.6218  -1506.8209 -3956158.3826 367.8068
73 1.6318  -1506.9552 -3956510.9040 15.2855
74 1.6419  -1506.9555 -3956511.5996 14.5899
75 1.6519  -1506.9557 -3956512.2820 13.9075
76 1.6619  -1506.9560 -3956512.9583 13.2312
77 1.6719  -1506.9562 -3956513.6189 12.5705
78 1.6820  -1506.9565 -3956514.2602 11.9293
79 1.6920  -1506.9567 -3956514.8777 11.3118
80 1.7020  -1506.9570 -3956515.4763 10.7131
81 1.7120  -1506.9572 -3956516.0548 10.1346
82 1.7221  -1506.9574 -3956516.6132 9.5762
83 1.7321  -1506.9576 -3956517.1489 9.0406
84 1.7421  -1506.9578 -3956517.6638 8.5257
85 1.7521  -1506.9580 -3956518.1482 8.0412
