 0; 	  63.0235; 	  18831; 	  1.7; 	"";
 1; 	  64.0322; 	  11946; 	  1.1; 	"";
 2; 	  74.0977; 	    543; 	  0.1; 	"";
 3; 	  92.0259; 	   1913; 	  0.2; 	"";
 4; 	 116.9331; 	   9339; 	  0.9; 	"";
 5; 	 118.9311; 	  14987; 	  1.4; 	"";
 6; 	 120.0213; 	   1713; 	  0.2; 	"";
 7; 	 142.9489; 	 189660; 	 17.5; 	"142.95";
 8; 	 143.9513; 	  11779; 	  1.1; 	"";
 9; 	 144.9470; 	 249555; 	 23.0; 	"144.95";
10; 	 145.9504; 	  10000; 	  0.9; 	"";
11; 	 170.9439; 	 298721; 	 27.5; 	"170.94";
12; 	 171.9469; 	  23207; 	  2.1; 	"";
13; 	 172.9417; 	 418878; 	 38.6; 	"172.94";
14; 	 173.9444; 	  20074; 	  1.9; 	"";
15; 	 188.9147; 	    594; 	  0.1; 	"";
16; 	 198.9390; 	 755365; 	 69.6; 	"198.94";
17; 	 199.9424; 	  75236; 	  6.9; 	"";
18; 	 200.9369; 	1085063; 	100.0; 	"200.94";
19; 	 201.9404; 	  68796; 	  6.3; 	"";
20; 	 226.9449; 	   9626; 	  0.9; 	"";
21; 	 228.9434; 	  12792; 	  1.2; 	"";
0.6817
