0 0.9000  -879.5092 -2309151.3247 1362.5232
1 0.9100  -879.5437 -2309241.9305 1271.9175
2 0.9201  -879.5744 -2309322.7137 1191.1342
3 0.9301  -879.6033 -2309398.3550 1115.4929
4 0.9401  -879.6302 -2309469.1713 1044.6766
5 0.9501  -879.6555 -2309535.4580 978.3899
6 0.9602  -879.6791 -2309597.4853 916.3626
7 0.9702  -879.7012 -2309655.5059 858.3421
8 0.9802  -879.7219 -2309709.7545 804.0935
9 0.9902  -879.7412 -2309760.4560 753.3920
10 1.0003  -879.7592 -2309807.8223 706.0256
11 1.0103  -879.7761 -2309852.0545 661.7934
12 1.0203  -879.7918 -2309893.3421 620.5058
13 1.0303  -879.8065 -2309931.8645 581.9834
14 1.0404  -879.8201 -2309967.7910 546.0569
15 1.0504  -879.8329 -2310001.2816 512.5663
16 1.0604  -879.8448 -2310032.4868 481.3612
17 1.0704  -879.8559 -2310061.5479 452.3001
18 1.0805  -879.8662 -2310088.5976 425.2503
19 1.0905  -879.8757 -2310113.7607 400.0872
20 1.1005  -879.8847 -2310137.1544 376.6936
21 1.1105  -879.8935 -2310160.3310 353.5170
22 1.1206  -879.9012 -2310180.5704 333.2775
23 1.1306  -879.9083 -2310199.3438 314.5042
24 1.1406  -879.9150 -2310216.7419 297.1060
25 1.1506  -879.9211 -2310232.8503 280.9976
26 1.1607  -879.9268 -2310247.7497 266.0983
27 1.1707  -879.9320 -2310261.5161 252.3319
28 1.1807  -879.9369 -2310274.2218 239.6262
29 1.1907  -879.9413 -2310285.9352 227.9128
30 1.2008  -879.9454 -2310296.7211 217.1269
31 1.2108  -879.9492 -2310306.6410 207.2070
32 1.2208  -879.9527 -2310315.7532 198.0947
33 1.2308  -879.9559 -2310324.1127 189.7353
34 1.2409  -879.9588 -2310331.7711 182.0768
35 1.2509  -879.9614 -2310338.7760 175.0719
36 1.2609  -879.9639 -2310345.1725 168.6755
37 1.2709  -879.9661 -2310351.0015 162.8465
38 1.2810  -879.9681 -2310356.3012 157.5468
39 1.2910  -879.9700 -2310361.1102 152.7377
40 1.3010  -879.9716 -2310365.4605 148.3874
41 1.3110  -879.9731 -2310369.3826 144.4653
42 1.3211  -879.9744 -2310372.9084 140.9395
43 1.3311  -879.9756 -2310376.0674 137.7805
44 1.3411  -879.9767 -2310378.8818 134.9662
45 1.3511  -879.9777 -2310381.3818 132.4661
46 1.3612  -879.9785 -2310383.5859 130.2621
47 1.3712  -879.9793 -2310385.5234 128.3245
48 1.3812  -879.9799 -2310387.2106 126.6374
49 1.3912  -879.9804 -2310388.6661 125.1818
50 1.4013  -879.9809 -2310389.9181 123.9298
51 1.4113  -879.9813 -2310390.9720 122.8759
52 1.4213  -879.9817 -2310391.8628 121.9851
53 1.4313  -879.9819 -2310392.5831 121.2648
54 1.4414  -879.9822 -2310393.1785 120.6695
55 1.4514  -879.9823 -2310393.6300 120.2179
56 1.4614  -879.9826 -2310394.1870 119.6610
57 1.4714  -879.9828 -2310394.7216 119.1263
58 1.4815  -879.9829 -2310395.1395 118.7084
59 1.4915  -879.9830 -2310395.4694 118.3785
60 1.5015  -879.9831 -2310395.6826 118.1654
61 1.5115  -879.9832 -2310395.8118 118.0361
62 1.5216  -879.9832 -2310395.8343 118.0136
63 1.5316  -879.9832 -2310395.7989 118.0490
64 1.5416  -879.9831 -2310395.6546 118.1933
65 1.5516  -879.9830 -2310395.4301 118.4178
66 1.5617  -879.9829 -2310395.1238 118.7241
67 1.5717  -879.9828 -2310394.7536 119.0944
68 1.5817  -879.9826 -2310394.3084 119.5395
69 1.5917  -879.9824 -2310393.8691 119.9788
70 1.6018  -879.9822 -2310393.3197 120.5283
71 1.6118  -879.9820 -2310392.7083 121.1397
72 1.6218  -879.9817 -2310392.0393 121.8086
73 1.6318  -879.9815 -2310391.3937 122.4542
74 1.6419  -879.9812 -2310390.6609 123.1871
75 1.6519  -879.9809 -2310389.8749 123.9730
76 1.6619  -879.9806 -2310389.0396 124.8083
77 1.6719  -879.9803 -2310388.1581 125.6899
78 1.6820  -880.0032 -2310448.4620 65.3860
79 1.6920  -880.0046 -2310451.9774 61.8706
80 1.7020  -880.0054 -2310454.1471 59.7009
81 1.7120  -880.0062 -2310456.2752 57.5728
82 1.7221  -880.0070 -2310458.3633 55.4847
83 1.7321  -880.0078 -2310460.4081 53.4398
84 1.7421  -880.0085 -2310462.4074 51.4406
85 1.7521  -880.0093 -2310464.3614 49.4866
86 1.7622  -880.0100 -2310466.2688 47.5792
87 1.7722  -880.0107 -2310468.1286 45.7193
88 1.7822  -880.0114 -2310469.9424 43.9055
89 1.7922  -880.0121 -2310471.7042 42.1437
90 1.8023  -880.0127 -2310473.4215 40.4265
91 1.8123  -880.0134 -2310475.0893 38.7586
92 1.8223  -880.0140 -2310476.7098 37.1381
93 1.8323  -880.0146 -2310478.2844 35.5636
94 1.8424  -880.0152 -2310479.8150 34.0329
95 1.8524  -880.0157 -2310481.3052 32.5427
96 1.8624  -880.0163 -2310482.7642 31.0837
97 1.8724  -880.0168 -2310484.2126 29.6354
98 1.8825  -880.0174 -2310485.6715 28.1765
99 1.8925  -880.0179 -2310487.0700 26.7779
100 1.9025  -880.0184 -2310488.4301 25.4179
101 1.9125  -880.0189 -2310489.7360 24.1119
102 1.9226  -880.0194 -2310490.9931 22.8548
103 1.9326  -880.0199 -2310492.2461 21.6019
104 1.9426  -880.0204 -2310493.4337 20.4143
