0 0.9000  -1349.3066 -3542604.4884 1444.0927
1 0.9100  -1349.3392 -3542690.1976 1358.3834
2 0.9201  -1349.3699 -3542770.6337 1277.9473
3 0.9301  -1349.3986 -3542846.0951 1202.4859
4 0.9401  -1349.4256 -3542916.8504 1131.7306
5 0.9501  -1349.4508 -3542983.1594 1065.4216
6 0.9602  -1349.4745 -3543045.2641 1003.3169
7 0.9702  -1349.4966 -3543103.3979 945.1831
8 0.9802  -1349.5173 -3543157.7783 890.8027
9 0.9902  -1349.5367 -3543208.6140 839.9670
10 1.0003  -1349.5548 -3543256.0988 792.4822
11 1.0103  -1349.5717 -3543300.4178 748.1632
12 1.0203  -1349.5874 -3543341.7425 706.8385
13 1.0303  -1349.6021 -3543380.2443 668.3367
14 1.0404  -1349.6157 -3543416.0743 632.5067
15 1.0504  -1349.6284 -3543449.3832 599.1978
16 1.0604  -1349.6402 -3543480.3105 568.2705
17 1.0704  -1349.6511 -3543509.0466 539.5344
18 1.0805  -1349.6612 -3543535.5750 513.0060
19 1.0905  -1349.6706 -3543560.0921 488.4890
20 1.1005  -1349.6794 -3543583.3643 465.2167
21 1.1105  -1349.6873 -3543604.0764 444.5046
22 1.1206  -1349.6946 -3543623.0958 425.4852
23 1.1306  -1349.7012 -3543640.5211 408.0599
24 1.1406  -1349.7073 -3543656.4450 392.1360
25 1.1506  -1349.7128 -3543670.9541 377.6269
26 1.1607  -1349.7178 -3543684.2083 364.3727
27 1.1707  -1349.7225 -3543696.4485 352.1326
28 1.1807  -1349.7266 -3543707.2528 341.3283
29 1.1907  -1349.7303 -3543716.9469 331.6341
30 1.2008  -1349.7336 -3543725.5812 322.9999
31 1.2108  -1349.7365 -3543733.2288 315.3522
32 1.2208  -1349.7391 -3543739.9433 308.6377
33 1.2308  -1349.7413 -3543745.7868 302.7942
34 1.2409  -1349.7432 -3543750.8068 297.7742
35 1.2509  -1349.7448 -3543755.0603 293.5207
36 1.2609  -1349.7462 -3543758.5902 289.9909
37 1.2709  -1349.7473 -3543761.4508 287.1302
38 1.2810  -1349.7481 -3543763.6772 284.9038
39 1.2910  -1349.7487 -3543765.3195 283.2615
40 1.3010  -1349.7492 -3543766.4111 282.1699
41 1.3110  -1349.7494 -3543766.9931 281.5879
42 1.3211  -1349.7494 -3543767.1009 281.4801
43 1.3311  -1349.7493 -3543766.7694 281.8116
44 1.3411  -1349.7490 -3543766.0308 282.5502
45 1.3511  -1349.7486 -3543764.9163 283.6647
46 1.3612  -1349.7480 -3543763.4555 285.1255
47 1.3712  -1349.7474 -3543761.6761 286.9049
48 1.3812  -1349.7466 -3543759.6066 288.9744
49 1.3912  -1349.7457 -3543757.2708 291.3102
50 1.4013  -1349.7447 -3543754.6902 293.8908
51 1.4113  -1349.7436 -3543751.8929 296.6881
52 1.4213  -1349.7425 -3543748.8991 299.6819
53 1.4313  -1349.7413 -3543745.7277 302.8533
54 1.4414  -1349.7400 -3543742.4082 306.1728
55 1.4514  -1349.7387 -3543738.9531 309.6279
56 1.4614  -1349.7373 -3543735.3864 313.1946
57 1.4714  -1349.7359 -3543731.7366 316.8444
58 1.4815  -1349.7602 -3543795.2995 253.2815
59 1.4915  -1349.7593 -3543793.0057 255.5753
60 1.5015  -1349.7584 -3543790.6025 257.9786
61 1.5115  -1349.7574 -3543788.1037 260.4773
62 1.5216  -1349.7564 -3543785.5214 263.0596
63 1.5316  -1349.7554 -3543782.8666 265.7144
64 1.5416  -1349.7544 -3543780.1497 268.4313
65 1.5516  -1349.7533 -3543777.3804 271.2006
66 1.5617  -1349.7523 -3543774.5677 274.0134
67 1.5717  -1349.7512 -3543771.7202 276.8608
68 1.5817  -1349.7501 -3543768.8458 279.7352
69 1.5917  -1349.7490 -3543765.9521 282.6289
70 1.6018  -1349.7479 -3543763.0459 285.5351
71 1.6118  -1349.7468 -3543760.1338 288.4472
72 1.6218  -1349.7457 -3543757.2225 291.3585
73 1.6318  -1349.7445 -3543754.3158 294.2653
74 1.6419  -1349.7434 -3543751.4205 297.1605
75 1.6519  -1349.7424 -3543748.5427 300.0383
76 1.6619  -1349.7413 -3543745.6851 302.8959
77 1.6719  -1349.7402 -3543742.8524 305.7286
78 1.6820  -1349.7391 -3543740.0491 308.5319
79 1.6920  -1349.7381 -3543737.2798 311.3012
80 1.7020  -1349.7370 -3543734.5474 314.0336
81 1.7120  -1349.7360 -3543731.8549 316.7261
82 1.7221  -1349.7350 -3543729.2059 319.3751
83 1.7321  -1349.7340 -3543726.6032 321.9779
84 1.7421  -1349.7372 -3543735.0370 313.5440
85 1.7521  -1349.7363 -3543732.5874 315.9936
86 1.7622  -1349.7354 -3543730.1676 318.4134
87 1.7722  -1349.7344 -3543727.7855 320.7955
88 1.7822  -1349.7335 -3543725.4317 323.1493
89 1.7922  -1349.7327 -3543723.1119 325.4692
90 1.8023  -1349.7318 -3543720.8265 327.7545
91 1.8123  -1349.7309 -3543718.5812 329.9998
92 1.8223  -1349.7301 -3543716.3666 332.2144
93 1.8323  -1349.7293 -3543714.1910 334.3901
94 1.8424  -1349.7285 -3543712.0683 336.5128
95 1.8524  -1349.7277 -3543709.9679 338.6131
96 1.8624  -1349.7269 -3543707.9135 340.6675
97 1.8724  -1349.7261 -3543705.9126 342.6684
98 1.8825  -1349.7254 -3543703.9404 344.6406
99 1.8925  -1349.7246 -3543702.0203 346.5607
100 1.9025  -1349.7239 -3543700.1575 348.4235
101 1.9125  -1349.7232 -3543698.3277 350.2534
102 1.9226  -1349.7225 -3543696.5447 352.0364
103 1.9326  -1349.7219 -3543694.8157 353.7653
104 1.9426  -1349.7212 -3543693.1356 355.4454
105 1.9526  -1349.7206 -3543691.5120 357.0690
106 1.9627  -1349.7200 -3543689.9270 358.6540
107 1.9727  -1349.7194 -3543688.3988 360.1823
108 1.9827  -1349.7189 -3543686.9310 361.6500
109 1.9927  -1349.7183 -3543685.5058 363.0752
110 2.0028  -1349.7178 -3543684.1439 364.4371
111 2.0128  -1349.7173 -3543682.8351 365.7460
112 2.0228  -1349.7168 -3543681.5788 367.0022
113 2.0328  -1349.7164 -3543680.3778 368.2032
114 2.0429  -1349.7160 -3543679.2602 369.3208
115 2.0529  -1349.7156 -3543678.1903 370.3907
116 2.0629  -1349.7152 -3543677.1949 371.3861
117 2.0729  -1349.7148 -3543676.3346 372.2464
118 2.0830  -1349.7148 -3543676.1094 372.4716
119 2.0930  -1349.7145 -3543675.4840 373.0970
120 2.1030  -1349.7143 -3543674.8928 373.6883
121 2.1130  -1349.7141 -3543674.3934 374.1876
122 2.1231  -1349.7139 -3543673.9105 374.6705
123 2.1331  -1349.7138 -3543673.5132 375.0678
124 2.1431  -1349.7136 -3543673.1268 375.4542
125 2.1531  -1349.7135 -3543672.8387 375.7423
126 2.1632  -1349.7134 -3543672.5413 376.0397
127 2.1732  -1349.7133 -3543672.3897 376.1913
128 2.1832  -1349.7200 -3543689.9210 358.6600
129 2.1932  -1349.7203 -3543690.5404 358.0406
130 2.2033  -1349.7205 -3543691.1472 357.4338
131 2.2133  -1349.7207 -3543691.7459 356.8351
132 2.2233  -1349.7209 -3543692.3362 356.2448
133 2.2333  -1349.7212 -3543692.9179 355.6631
134 2.2434  -1349.7214 -3543693.4906 355.0904
135 2.2534  -1349.7216 -3543694.0519 354.5291
136 2.2634  -1349.7218 -3543694.6042 353.9768
137 2.2734  -1349.7220 -3543695.1456 353.4355
138 2.2835  -1349.7222 -3543695.6769 352.9041
139 2.2935  -1349.7224 -3543696.1981 352.3829
140 2.3035  -1349.7226 -3543696.7090 351.8720
141 2.3135  -1349.7228 -3543697.2094 351.3716
142 2.3236  -1349.7230 -3543697.6991 350.8819
143 2.3336  -1349.7232 -3543698.1811 350.3999
144 2.3436  -1349.7233 -3543698.6484 349.9327
145 2.3536  -1349.7235 -3543699.1073 349.4737
146 2.3637  -1349.7237 -3543699.5525 349.0285
147 2.3737  -1349.7239 -3543699.9895 348.5915
148 2.3837  -1349.7240 -3543700.4129 348.1681
149 2.3937  -1349.7242 -3543700.8284 347.7526
150 2.4038  -1349.7243 -3543701.2304 347.3507
151 2.4138  -1349.7245 -3543701.6243 346.9567
152 2.4238  -1349.7246 -3543702.0054 346.5757
153 2.4338  -1349.7248 -3543702.3791 346.2019
154 2.4439  -1349.7249 -3543702.7395 345.8415
155 2.4539  -1349.7250 -3543703.0927 345.4883
156 2.4639  -1349.7252 -3543703.4330 345.1480
157 2.4739  -1349.7253 -3543703.7665 344.8145
158 2.4840  -1349.7254 -3543704.0874 344.4936
159 2.4940  -1349.7255 -3543704.4016 344.1794
160 2.5040  -1349.7257 -3543704.7036 343.8774
161 2.5140  -1349.7258 -3543704.9994 343.5816
162 2.5241  -1349.7259 -3543705.2831 343.2979
163 2.5341  -1349.7260 -3543705.5608 343.0203
164 2.5441  -1349.7261 -3543705.8284 342.7526
165 2.5541  -1349.7262 -3543706.0873 342.4937
166 2.5642  -1349.7263 -3543706.3374 342.2436
167 2.5742  -1349.7264 -3543706.5792 342.0019
168 2.5842  -1349.7265 -3543706.8106 341.7704
169 2.5942  -1349.7265 -3543707.0367 341.5444
170 2.6043  -1349.7266 -3543707.2548 341.3262
171 2.6143  -1349.7267 -3543707.4628 341.1182
172 2.6243  -1349.7268 -3543707.6656 340.9154
173 2.6343  -1349.7269 -3543707.8588 340.7222
174 2.6444  -1349.7269 -3543708.0473 340.5337
175 2.6544  -1349.7270 -3543708.2263 340.3547
176 2.6644  -1349.7271 -3543708.4010 340.1800
177 2.6744  -1349.7271 -3543708.5665 340.0145
178 2.6845  -1349.7272 -3543708.7280 339.8530
179 2.6945  -1349.7272 -3543708.8808 339.7002
180 2.7045  -1349.7273 -3543709.0298 339.5512
181 2.7145  -1349.7274 -3543709.1704 339.4106
182 2.7246  -1349.7274 -3543709.3078 339.2733
183 2.7346  -1349.7275 -3543709.4370 339.1441
184 2.7446  -1349.7275 -3543709.5634 339.0176
185 2.7546  -1349.7275 -3543709.6819 338.8991
186 2.7647  -1349.7276 -3543709.7986 338.7824
187 2.7747  -1349.7276 -3543709.9070 338.6741
188 2.7847  -1349.7277 -3543710.0132 338.5678
189 2.7947  -1349.7277 -3543710.1122 338.4689
190 2.8048  -1349.7278 -3543710.2193 338.3617
191 2.8148  -1349.7278 -3543710.3108 338.2703
192 2.8248  -1349.7278 -3543710.3941 338.1869
193 2.8348  -1349.7279 -3543710.4862 338.0949
194 2.8449  -1349.7279 -3543710.5651 338.0159
195 2.8549  -1349.7279 -3543710.6365 337.9445
196 2.8649  -1349.7279 -3543710.7172 337.8638
197 2.8749  -1349.7280 -3543710.7852 337.7958
198 2.8850  -1349.7280 -3543710.8460 337.7350
199 2.8950  -1349.7280 -3543710.9198 337.6612
200 2.9050  -1349.7280 -3543710.9786 337.6025
201 2.9150  -1349.7281 -3543711.0301 337.5509
202 2.9251  -1349.7281 -3543711.0785 337.5025
203 2.9351  -1349.7281 -3543711.1419 337.4392
204 2.9451  -1349.7281 -3543711.1887 337.3923
205 2.9551  -1349.7281 -3543711.2288 337.3522
206 2.9652  -1349.7282 -3543711.2662 337.3148
207 2.9752  -1349.7282 -3543711.3597 337.2213
208 2.9852  -1349.7282 -3543711.3969 337.1841
209 2.9952  -1349.7282 -3543711.4293 337.1517
210 3.0053  -1349.7282 -3543711.4592 337.1218
211 3.0153  -1349.7282 -3543711.4925 337.0885
212 3.0253  -1349.7282 -3543711.5187 337.0623
213 3.0353  -1349.7283 -3543711.5405 337.0405
