0 0.9000  -435.5774 -1143608.3768 784.8755
1 0.9100  -435.6052 -1143681.3376 711.9147
2 0.9201  -435.6310 -1143749.1210 644.1313
3 0.9301  -435.6549 -1143812.0223 581.2300
4 0.9401  -435.6771 -1143870.3022 522.9501
5 0.9501  -435.6977 -1143924.2311 469.0213
6 0.9602  -435.7166 -1143974.0254 419.2269
7 0.9702  -435.7341 -1144019.9909 373.2615
8 0.9802  -435.7502 -1144062.2485 331.0038
9 0.9902  -435.7650 -1144101.0464 292.2059
10 1.0003  -435.7785 -1144136.5712 256.6811
11 1.0103  -435.7909 -1144169.0175 224.2349
12 1.0203  -435.8021 -1144198.5425 194.7098
13 1.0303  -435.8124 -1144225.3856 167.8667
14 1.0404  -435.8216 -1144249.5898 143.6626
15 1.0504  -435.8299 -1144271.3465 121.9058
16 1.0604  -435.8373 -1144290.8329 102.4194
17 1.0704  -435.8439 -1144308.1424 85.1100
18 1.0805  -435.8497 -1144323.3875 69.8648
19 1.0905  -435.8548 -1144336.7198 56.5326
20 1.1005  -435.8592 -1144348.2737 44.9786
21 1.1105  -435.8629 -1144358.1007 35.1516
22 1.1206  -435.8661 -1144366.5410 26.7113
23 1.1306  -435.8687 -1144373.3350 19.9173
24 1.1406  -435.8708 -1144378.7142 14.5381
25 1.1506  -435.8723 -1144382.7692 10.4831
26 1.1607  -435.8735 -1144385.9248 7.3275
27 1.1707  -435.8742 -1144387.7812 5.4712
28 1.1807  -435.8745 -1144388.5572 4.6951
29 1.1907  -435.8746 -1144388.8369 4.4154
30 1.2008  -435.8743 -1144388.0381 5.2142
31 1.2108  -435.8738 -1144386.6980 6.5543
32 1.2208  -435.8730 -1144384.5503 8.7020
33 1.2308  -435.8720 -1144381.9817 11.2706
34 1.2409  -435.8708 -1144378.7243 14.5280
35 1.2509  -435.8694 -1144375.2032 18.0492
36 1.2609  -435.8679 -1144371.0682 22.1841
37 1.2709  -435.8662 -1144366.7709 26.4814
38 1.2810  -435.8756 -1144391.3027 1.9496
39 1.2910  -435.8758 -1144392.0140 1.2384
40 1.3010  -435.8759 -1144392.2627 0.9896
41 1.3110  -435.8763 -1144393.2523 0.0000
42 1.3211  -435.8763 -1144393.1692 0.0831
43 1.3311  -435.8761 -1144392.6765 0.5758
44 1.3411  -435.8758 -1144391.8091 1.4433
45 1.3511  -435.8753 -1144390.5963 2.6560
46 1.3612  -435.8747 -1144389.0647 4.1876
47 1.3712  -435.8740 -1144387.2384 6.0140
48 1.3812  -435.8732 -1144385.1393 8.1130
49 1.3912  -435.8723 -1144382.7879 10.4645
50 1.4013  -435.8713 -1144380.2029 13.0494
51 1.4113  -435.8703 -1144377.4022 15.8502
52 1.4213  -435.8691 -1144374.4023 18.8500
53 1.4313  -435.8679 -1144371.2193 22.0330
54 1.4414  -435.8666 -1144367.8683 25.3840
55 1.4514  -435.8653 -1144364.3641 28.8882
56 1.4614  -435.8639 -1144360.7209 32.5315
57 1.4714  -435.8625 -1144356.9525 36.2999
58 1.4815  -435.8610 -1144353.0722 40.1801
59 1.4915  -435.8595 -1144349.0932 44.1591
60 1.5015  -435.8579 -1144345.0282 48.2241
61 1.5115  -435.8564 -1144340.8896 52.3627
62 1.5216  -435.8548 -1144336.6896 56.5627
63 1.5316  -435.8531 -1144332.4400 60.8124
64 1.5416  -435.8515 -1144328.1522 65.1001
65 1.5516  -435.8499 -1144323.8376 69.4147
66 1.5617  -435.8482 -1144319.5071 73.7452
67 1.5717  -435.8466 -1144315.1715 78.0809
68 1.5817  -435.8450 -1144311.0270 82.2253
69 1.5917  -435.8434 -1144306.7637 86.4886
70 1.6018  -435.8417 -1144302.5137 90.7387
71 1.6118  -435.8401 -1144298.2893 94.9630
72 1.6218  -435.8385 -1144294.1006 99.1517
73 1.6318  -435.8370 -1144290.1501 103.1022
74 1.6419  -435.8355 -1144286.1142 107.1381
75 1.6519  -435.8340 -1144282.1224 111.1300
76 1.6619  -435.8325 -1144278.1858 115.0666
77 1.6719  -435.8311 -1144274.4515 118.8009
78 1.6820  -435.8296 -1144270.6961 122.5562
79 1.6920  -435.8282 -1144266.9979 126.2545
80 1.7020  -435.8268 -1144263.3687 129.8836
81 1.7120  -435.8255 -1144259.9480 133.3043
82 1.7221  -435.8242 -1144256.5158 136.7366
83 1.7321  -435.8229 -1144253.1497 140.1027
84 1.7421  -435.8217 -1144249.9196 143.3327
85 1.7521  -435.8205 -1144246.7326 146.5197
86 1.7622  -435.8193 -1144243.6146 149.6378
87 1.7722  -435.8182 -1144240.6820 152.5703
88 1.7822  -435.8171 -1144237.7578 155.4945
89 1.7922  -435.8160 -1144234.9014 158.3510
90 1.8023  -435.8150 -1144232.1764 161.0760
91 1.8123  -435.8139 -1144229.4934 163.7589
92 1.8223  -435.8129 -1144226.8774 166.3749
93 1.8323  -435.8121 -1144224.6148 168.6376
94 1.8424  -435.8274 -1144264.8111 128.4412
95 1.8524  -435.8269 -1144263.5527 129.6997
96 1.8624  -435.8264 -1144262.3153 130.9370
97 1.8724  -435.8260 -1144261.0946 132.1577
98 1.8825  -435.8255 -1144259.8896 133.3627
99 1.8925  -435.8251 -1144258.6984 134.5539
100 1.9025  -435.8246 -1144257.5234 135.7289
101 1.9125  -435.8242 -1144256.3588 136.8936
102 1.9226  -435.8237 -1144255.2100 138.0423
103 1.9326  -435.8233 -1144254.0682 139.1841
104 1.9426  -435.8229 -1144252.9347 140.3176
105 1.9526  -435.8224 -1144251.8135 141.4388
106 1.9627  -435.8220 -1144250.6947 142.5576
107 1.9727  -435.8216 -1144249.5864 143.6659
108 1.9827  -435.8212 -1144248.4933 144.7590
109 1.9927  -435.8208 -1144247.3982 145.8542
110 2.0028  -435.8203 -1144246.3278 146.9246
111 2.0128  -435.8199 -1144245.2435 148.0088
112 2.0228  -435.8195 -1144244.1630 149.0893
113 2.0328  -435.8191 -1144243.0899 150.1624
114 2.0429  -435.8187 -1144242.0162 151.2361
115 2.0529  -435.8183 -1144240.9470 152.3053
116 2.0629  -435.8179 -1144239.8781 153.3742
117 2.0729  -435.8175 -1144238.8187 154.4336
118 2.0830  -435.8171 -1144237.7550 155.4973
119 2.0930  -435.8167 -1144236.6853 156.5670
120 2.1030  -435.8163 -1144235.6332 157.6191
121 2.1130  -435.8159 -1144234.5695 158.6828
122 2.1231  -435.8155 -1144233.5107 159.7416
123 2.1331  -435.8151 -1144232.4481 160.8042
124 2.1431  -435.8147 -1144231.3920 161.8603
125 2.1531  -435.8143 -1144230.3301 162.9222
126 2.1632  -435.8139 -1144229.2751 163.9772
127 2.1732  -435.8135 -1144228.2134 165.0390
128 2.1832  -435.8130 -1144227.1599 166.0924
129 2.1932  -435.8126 -1144226.0990 167.1534
130 2.2033  -435.8122 -1144225.0466 168.2057
131 2.2133  -435.8118 -1144223.9860 169.2663
132 2.2233  -435.8114 -1144222.9358 170.3166
133 2.2333  -435.8110 -1144221.8765 171.3759
134 2.2434  -435.8106 -1144220.8280 172.4243
135 2.2534  -435.8102 -1144219.7697 173.4826
136 2.2634  -435.8098 -1144218.7244 174.5280
137 2.2734  -435.8094 -1144217.6684 175.5839
138 2.2835  -435.8090 -1144216.6258 176.6265
139 2.2935  -435.8086 -1144215.5720 177.6803
140 2.3035  -435.8082 -1144214.5337 178.7186
141 2.3135  -435.8078 -1144213.4847 179.7676
142 2.3236  -435.8074 -1144212.4503 180.8021
143 2.3336  -435.8070 -1144211.4029 181.8494
144 2.3436  -435.8067 -1144210.3744 182.8779
145 2.3536  -435.8063 -1144209.3313 183.9210
146 2.3637  -435.8059 -1144208.3086 184.9437
147 2.3737  -435.8055 -1144207.2705 185.9818
148 2.3837  -435.8051 -1144206.2543 186.9981
149 2.3937  -435.8047 -1144205.2222 188.0301
150 2.4038  -435.8043 -1144204.2128 189.0395
151 2.4138  -435.8039 -1144203.1872 190.0651
152 2.4238  -435.8035 -1144202.1857 191.0666
153 2.4338  -435.8031 -1144201.1675 192.0848
154 2.4439  -435.8028 -1144200.1747 193.0776
155 2.4539  -435.8024 -1144199.1646 194.0878
156 2.4639  -435.8020 -1144198.1753 195.0770
157 2.4739  -435.8016 -1144197.1905 196.0618
158 2.4840  -435.8013 -1144196.2094 197.0429
159 2.4940  -435.8009 -1144195.2327 198.0196
160 2.5040  -435.8005 -1144194.2543 198.9981
161 2.5140  -435.8001 -1144193.2803 199.9720
162 2.5241  -435.7998 -1144192.3128 200.9395
163 2.5341  -435.7994 -1144191.3520 201.9004
164 2.5441  -435.7990 -1144190.3977 202.8546
165 2.5541  -435.7987 -1144189.4500 203.8023
166 2.5642  -435.7983 -1144188.5024 204.7499
167 2.5742  -435.7980 -1144187.5612 205.6911
168 2.5842  -435.7976 -1144186.6275 206.6248
169 2.5942  -435.7973 -1144185.7016 207.5507
170 2.6043  -435.7969 -1144184.7835 208.4688
171 2.6143  -435.7966 -1144183.8733 209.3790
172 2.6243  -435.7962 -1144182.9712 210.2811
173 2.6343  -435.7959 -1144182.0774 211.1750
174 2.6444  -435.7955 -1144181.1919 212.0604
175 2.6544  -435.7952 -1144180.3151 212.9372
176 2.6644  -435.7949 -1144179.4470 213.8053
177 2.6744  -435.7945 -1144178.5879 214.6644
178 2.6845  -435.7942 -1144177.7378 215.5145
179 2.6945  -435.7939 -1144176.8970 216.3554
180 2.7045  -435.7936 -1144176.0656 217.1867
181 2.7145  -435.7933 -1144175.2436 218.0087
182 2.7246  -435.7930 -1144174.4312 218.8211
183 2.7346  -435.7927 -1144173.6284 219.6239
184 2.7446  -435.7924 -1144172.8351 220.4172
185 2.7546  -435.7921 -1144172.0516 221.2007
186 2.7647  -435.7918 -1144171.2778 221.9745
187 2.7747  -435.7915 -1144170.5138 222.7386
188 2.7847  -435.7912 -1144169.7595 223.4929
189 2.7947  -435.7909 -1144169.0150 224.2374
190 2.8048  -435.7906 -1144168.2802 224.9722
191 2.8148  -435.7903 -1144167.5548 225.6975
192 2.8248  -435.7901 -1144166.8389 226.4134
193 2.8348  -435.7898 -1144166.1331 227.1193
194 2.8449  -435.7895 -1144165.4048 227.8475
195 2.8549  -435.7893 -1144164.7084 228.5440
196 2.8649  -435.7890 -1144164.0338 229.2185
197 2.8749  -435.7887 -1144163.3344 229.9179
198 2.8850  -435.7885 -1144162.6722 230.5802
199 2.8950  -435.7882 -1144162.0365 231.2158
200 2.9050  -435.7880 -1144161.3693 231.8830
201 2.9150  -435.7878 -1144160.7388 232.5135
202 2.9251  -435.7875 -1144160.1378 233.1145
203 2.9351  -435.7873 -1144159.5045 233.7478
204 2.9451  -435.7870 -1144158.8697 234.3826
205 2.9551  -435.7868 -1144158.2443 235.0080
206 2.9652  -435.7866 -1144157.6293 235.6231
207 2.9752  -435.7863 -1144157.0248 236.2276
208 2.9852  -435.7862 -1144156.7165 236.5359
209 2.9952  -435.7860 -1144156.2070 237.0453
210 3.0053  -435.7858 -1144155.6572 237.5952
211 3.0153  -435.7856 -1144155.1088 238.1435
212 3.0253  -435.7854 -1144154.5686 238.6837
213 3.0353  -435.7852 -1144154.0371 239.2152
214 3.0454  -435.7850 -1144153.5149 239.7374
215 3.0554  -435.7848 -1144153.0022 240.2501
216 3.0654  -435.7846 -1144152.4993 240.7530
217 3.0754  -435.7844 -1144152.0061 241.2462
218 3.0855  -435.7842 -1144151.5227 241.7296
219 3.0955  -435.7841 -1144151.0492 242.2032
220 3.1055  -435.7839 -1144150.5854 242.6670
221 3.1155  -435.7837 -1144150.1312 243.1211
222 3.1256  -435.7835 -1144149.6868 243.5656
223 3.1356  -435.7834 -1144149.2518 244.0005
224 3.1456  -435.7832 -1144148.8263 244.4260
225 3.1556  -435.7832 -1144148.9044 244.3479
226 3.1657  -435.7831 -1144148.5119 244.7405
227 3.1757  -435.7829 -1144148.1256 245.1267
228 3.1857  -435.7828 -1144147.7463 245.5060
229 3.1957  -435.7827 -1144147.3743 245.8780
230 3.2058  -435.7825 -1144147.0099 246.2424
231 3.2158  -435.7824 -1144146.6533 246.5991
232 3.2258  -435.7823 -1144146.3045 246.9478
233 3.2358  -435.7821 -1144145.9637 247.2886
234 3.2459  -435.7820 -1144145.6310 247.6214
235 3.2559  -435.7819 -1144145.3064 247.9460
236 3.2659  -435.7818 -1144144.9923 248.2600
237 3.2759  -435.7816 -1144144.6822 248.5701
238 3.2860  -435.7815 -1144144.3789 248.8735
239 3.2960  -435.7814 -1144144.0831 249.1692
240 3.3060  -435.7813 -1144143.7953 249.4571
241 3.3160  -435.7812 -1144143.5155 249.7369
242 3.3261  -435.7811 -1144143.2437 250.0086
243 3.3361  -435.7810 -1144142.9800 250.2723
244 3.3461  -435.7809 -1144142.7244 250.5279
245 3.3561  -435.7808 -1144142.4769 250.7754
246 3.3662  -435.7807 -1144142.2375 251.0148
247 3.3762  -435.7806 -1144142.0063 251.2461
248 3.3862  -435.7805 -1144141.7832 251.4691
249 3.3962  -435.7804 -1144141.5684 251.6839
250 3.4063  -435.7804 -1144141.3619 251.8905
251 3.4163  -435.7803 -1144141.1637 252.0886
252 3.4263  -435.7802 -1144140.9740 252.2783
253 3.4363  -435.7802 -1144140.7930 252.4593
254 3.4464  -435.7801 -1144140.6207 252.6317
255 3.4564  -435.7800 -1144140.4572 252.7951
256 3.4664  -435.7800 -1144140.3029 252.9494
257 3.4764  -435.7799 -1144140.1579 253.0944
258 3.4865  -435.7799 -1144140.0224 253.2299
259 3.4965  -435.7798 -1144139.8968 253.3556
260 3.5065  -435.7798 -1144139.7813 253.4710
261 3.5165  -435.7797 -1144139.6764 253.5759
262 3.5266  -435.7797 -1144139.5824 253.6699
263 3.5366  -435.7797 -1144139.4999 253.7524
264 3.5466  -435.7796 -1144139.4294 253.8229
265 3.5566  -435.7796 -1144139.3716 253.8807
266 3.5667  -435.7796 -1144139.3273 253.9250
267 3.5767  -435.7796 -1144139.2973 253.9551
268 3.5867  -435.7796 -1144139.2825 253.9698
269 3.5967  -435.7796 -1144139.2842 253.9681
270 3.6068  -435.7796 -1144139.3035 253.9488
271 3.6168  -435.7913 -1144170.0003 223.2520
272 3.6268  -435.7913 -1144169.9506 223.3018
273 3.6368  -435.7912 -1144169.8841 223.3682
274 3.6469  -435.7912 -1144169.8067 223.4456
275 3.6569  -435.7912 -1144169.7200 223.5323
276 3.6669  -435.7911 -1144169.6069 223.6455
277 3.6769  -435.7911 -1144169.5098 223.7425
278 3.6870  -435.7910 -1144169.3749 223.8774
279 3.6970  -435.7910 -1144169.2653 223.9870
280 3.7070  -435.7909 -1144169.1110 224.1413
281 3.7170  -435.7909 -1144168.9883 224.2640
282 3.7271  -435.7908 -1144168.8155 224.4369
283 3.7371  -435.7908 -1144168.6795 224.5728
284 3.7471  -435.7907 -1144168.4887 224.7636
285 3.7571  -435.7906 -1144168.3391 224.9132
286 3.7672  -435.7906 -1144168.1306 225.1218
287 3.7772  -435.7905 -1144167.9668 225.2855
288 3.7872  -435.7904 -1144167.7404 225.5119
289 3.7972  -435.7903 -1144167.5612 225.6911
290 3.8073  -435.7903 -1144167.3130 225.9394
291 3.8173  -435.7902 -1144167.1069 226.1454
292 3.8273  -435.7901 -1144166.8383 226.4140
293 3.8373  -435.7900 -1144166.6190 226.6333
294 3.8474  -435.7899 -1144166.3328 226.9195
295 3.8574  -435.7898 -1144166.0988 227.1535
296 3.8674  -435.7897 -1144165.7951 227.4572
297 3.8774  -435.7896 -1144165.5456 227.7067
298 3.8875  -435.7895 -1144165.2246 228.0277
299 3.8975  -435.7894 -1144164.9590 228.2933
300 3.9075  -435.7892 -1144164.6208 228.6315
301 3.9175  -435.7891 -1144164.3389 228.9134
302 3.9276  -435.7890 -1144163.9839 229.2684
303 3.9376  -435.7889 -1144163.6855 229.5668
304 3.9476  -435.7887 -1144163.3141 229.9382
305 3.9576  -435.7886 -1144162.9997 230.2526
306 3.9677  -435.7885 -1144162.6123 230.6400
307 3.9777  -435.7883 -1144162.2824 230.9699
308 3.9877  -435.7882 -1144161.8797 231.3726
309 3.9977  -435.7881 -1144161.5348 231.7175
310 4.0078  -435.7879 -1144161.1176 232.1347
311 4.0178  -435.7879 -1144161.0039 232.2484
312 4.0278  -435.7877 -1144160.6179 232.6344
313 4.0378  -435.7875 -1144160.1982 233.0542
