  0; 	  20.7687; 	    106; 	  0.1; 	 0.00; 	"";
  1; 	  37.7644; 	    266; 	  0.3; 	 0.00; 	"";
  2; 	  51.0243; 	    276; 	  0.3; 	 0.00; 	"";
  3; 	  51.1026; 	    182; 	  0.2; 	 0.00; 	"";
  4; 	  53.0041; 	    243; 	  0.3; 	 0.00; 	"";
  5; 	  64.0318; 	    127; 	  0.2; 	 0.00; 	"";
  6; 	  74.0978; 	    498; 	  0.6; 	 0.00; 	"";
  7; 	  74.1836; 	    136; 	  0.2; 	 0.00; 	"";
  8; 	  78.0413; 	    441; 	  0.5; 	 0.00; 	"";
  9; 	  92.0262; 	    481; 	  0.6; 	 0.00; 	"";
 10; 	  94.0267; 	    122; 	  0.1; 	 0.00; 	"";
 11; 	  94.1208; 	    743; 	  0.9; 	 0.00; 	"";
 12; 	 110.2550; 	    257; 	  0.3; 	 0.00; 	"";
 13; 	 131.9629; 	    274; 	  0.3; 	 0.00; 	"";
 14; 	 134.1366; 	    174; 	  0.2; 	 0.00; 	"";
 15; 	 145.9392; 	    192; 	  0.2; 	 0.00; 	"";
 16; 	 147.0388; 	    120; 	  0.1; 	 0.00; 	"";
 17; 	 150.0284; 	  30885; 	 36.5; 	 0.00; 	"36.50";
 18; 	 151.0305; 	   1071; 	  1.3; 	 0.00; 	"";
 19; 	 152.0332; 	    104; 	  0.1; 	 0.00; 	"";
 20; 	 196.7722; 	    214; 	  0.3; 	 0.00; 	"";
 21; 	 259.7322; 	    268; 	  0.3; 	 0.00; 	"";
 22; 	 279.8555; 	    259; 	  0.3; 	 0.00; 	"";
 23; 	 282.9150; 	    111; 	  0.1; 	 0.00; 	"";
 24; 	 287.6304; 	    256; 	  0.3; 	 0.00; 	"";
 25; 	 366.1410; 	    279; 	  0.3; 	 0.00; 	"";
 26; 	 439.9825; 	    336; 	  0.4; 	 0.00; 	"";
 27; 	 449.2487; 	  24607; 	 29.1; 	 0.00; 	"29.10";
 28; 	 450.0074; 	   3319; 	  3.9; 	 0.00; 	"";
 29; 	 451.0019; 	   1604; 	  1.9; 	 0.00; 	"";
 30; 	 452.0843; 	    101; 	  0.1; 	 0.00; 	"";
 31; 	 459.0844; 	    571; 	  0.7; 	 0.00; 	"";
 32; 	 460.2391; 	    101; 	  0.1; 	 0.00; 	"";
 33; 	 462.0844; 	  84528; 	100.0; 	 0.00; 	"100.00";
 34; 	 463.0915; 	  22989; 	 27.2; 	 0.00; 	"27.20";
 35; 	 464.1843; 	   1832; 	  2.2; 	 0.00; 	"";
 36; 	 465.0955; 	    131; 	  0.2; 	 0.00; 	"";
 37; 	 466.2821; 	    117; 	  0.1; 	 0.00; 	"";
 38; 	 529.3103; 	    110; 	  0.1; 	 0.00; 	"";
 39; 	 655.0259; 	    135; 	  0.2; 	 0.00; 	"";
 40; 	 656.5162; 	    209; 	  0.2; 	 0.00; 	"";
 41; 	  21.1501; 	    259; 	  0.4; 	 0.01; 	"";
 42; 	  51.0252; 	    150; 	  0.2; 	 0.01; 	"";
 43; 	  51.1017; 	    149; 	  0.2; 	 0.01; 	"";
 44; 	  56.2236; 	    275; 	  0.4; 	 0.01; 	"";
 45; 	  74.1857; 	    153; 	  0.2; 	 0.01; 	"";
 46; 	  89.3828; 	    260; 	  0.4; 	 0.01; 	"";
 47; 	  92.0264; 	    479; 	  0.7; 	 0.01; 	"";
 48; 	  94.0277; 	    547; 	  0.8; 	 0.01; 	"";
 49; 	  95.0299; 	    124; 	  0.2; 	 0.01; 	"";
 50; 	 150.0293; 	  26477; 	 36.5; 	 0.01; 	"36.50";
 51; 	 151.0392; 	   1682; 	  2.3; 	 0.01; 	"";
 52; 	 167.0242; 	    166; 	  0.2; 	 0.01; 	"";
 53; 	 217.5036; 	    116; 	  0.2; 	 0.01; 	"";
 54; 	 245.3578; 	    185; 	  0.3; 	 0.01; 	"";
 55; 	 294.8113; 	    102; 	  0.1; 	 0.01; 	"";
 56; 	 310.0368; 	    133; 	  0.2; 	 0.01; 	"";
 57; 	 313.0804; 	    105; 	  0.1; 	 0.01; 	"";
 58; 	 357.8998; 	    256; 	  0.4; 	 0.01; 	"";
 59; 	 437.0904; 	    111; 	  0.2; 	 0.01; 	"";
 60; 	 443.3187; 	    157; 	  0.2; 	 0.01; 	"";
 61; 	 446.0873; 	    112; 	  0.2; 	 0.01; 	"";
 62; 	 447.3214; 	    290; 	  0.4; 	 0.01; 	"";
 63; 	 448.0848; 	    128; 	  0.2; 	 0.01; 	"";
 64; 	 449.0038; 	  22362; 	 30.8; 	 0.01; 	"30.80";
 65; 	 449.9968; 	   3220; 	  4.4; 	 0.01; 	"";
 66; 	 451.0107; 	   1231; 	  1.7; 	 0.01; 	"";
 67; 	 458.0953; 	    104; 	  0.1; 	 0.01; 	"";
 68; 	 459.0812; 	    244; 	  0.3; 	 0.01; 	"";
 69; 	 460.3044; 	    386; 	  0.5; 	 0.01; 	"";
 70; 	 461.0841; 	    117; 	  0.2; 	 0.01; 	"";
 71; 	 462.0912; 	  72611; 	100.0; 	 0.01; 	"100.00";
 72; 	 463.1123; 	  18065; 	 24.9; 	 0.01; 	"24.90";
 73; 	 464.1777; 	   1347; 	  1.9; 	 0.01; 	"";
 74; 	 531.2231; 	    193; 	  0.3; 	 0.01; 	"";
 75; 	 551.9692; 	    257; 	  0.4; 	 0.01; 	"";
 76; 	  31.9288; 	    262; 	  0.2; 	 0.10; 	"";
 77; 	  32.1379; 	    188; 	  0.2; 	 0.10; 	"";
 78; 	  39.0194; 	    232; 	  0.2; 	 0.10; 	"";
 79; 	  41.2673; 	    260; 	  0.2; 	 0.10; 	"";
 80; 	  51.0241; 	    524; 	  0.5; 	 0.10; 	"";
 81; 	  51.1003; 	    114; 	  0.1; 	 0.10; 	"";
 82; 	  61.1104; 	    281; 	  0.3; 	 0.10; 	"";
 83; 	  74.0943; 	    519; 	  0.5; 	 0.10; 	"";
 84; 	  74.1805; 	    619; 	  0.6; 	 0.10; 	"";
 85; 	  78.0309; 	    274; 	  0.3; 	 0.10; 	"";
 86; 	  78.1193; 	    111; 	  0.1; 	 0.10; 	"";
 87; 	  92.0941; 	    606; 	  0.6; 	 0.10; 	"";
 88; 	  94.0289; 	    722; 	  0.7; 	 0.10; 	"";
 89; 	 103.5048; 	    164; 	  0.2; 	 0.10; 	"";
 90; 	 130.1082; 	    191; 	  0.2; 	 0.10; 	"";
 91; 	 150.0254; 	  30813; 	 28.6; 	 0.10; 	"28.60";
 92; 	 151.0321; 	   1160; 	  1.1; 	 0.10; 	"";
 93; 	 181.6167; 	    165; 	  0.2; 	 0.10; 	"";
 94; 	 208.0707; 	    106; 	  0.1; 	 0.10; 	"";
 95; 	 243.9831; 	    107; 	  0.1; 	 0.10; 	"";
 96; 	 250.1575; 	    125; 	  0.1; 	 0.10; 	"";
 97; 	 282.9487; 	    267; 	  0.2; 	 0.10; 	"";
 98; 	 419.9004; 	    173; 	  0.2; 	 0.10; 	"";
 99; 	 439.1283; 	    283; 	  0.3; 	 0.10; 	"";
100; 	 442.0936; 	    106; 	  0.1; 	 0.10; 	"";
101; 	 446.0821; 	    378; 	  0.4; 	 0.10; 	"";
102; 	 448.1638; 	    104; 	  0.1; 	 0.10; 	"";
103; 	 449.0102; 	  25403; 	 23.5; 	 0.10; 	"23.50";
104; 	 450.0082; 	   3685; 	  3.4; 	 0.10; 	"";
105; 	 451.0071; 	   1263; 	  1.2; 	 0.10; 	"";
106; 	 453.2296; 	    140; 	  0.1; 	 0.10; 	"";
107; 	 459.1642; 	    468; 	  0.4; 	 0.10; 	"";
108; 	 460.2992; 	    187; 	  0.2; 	 0.10; 	"";
109; 	 461.0996; 	    472; 	  0.4; 	 0.10; 	"";
110; 	 462.0876; 	 107868; 	100.0; 	 0.10; 	"100.00";
111; 	 463.0836; 	  27747; 	 25.7; 	 0.10; 	"25.70";
112; 	 464.3735; 	   3802; 	  3.5; 	 0.10; 	"";
113; 	 465.3635; 	    316; 	  0.3; 	 0.10; 	"";
114; 	 491.6864; 	    121; 	  0.1; 	 0.10; 	"";
115; 	 598.3785; 	    262; 	  0.2; 	 0.10; 	"";
116; 	 652.4845; 	    254; 	  0.2; 	 0.10; 	"";
117; 	 693.7662; 	    279; 	  0.3; 	 0.10; 	"";
118; 	  27.7880; 	    265; 	  0.3; 	 1.00; 	"";
119; 	  32.2003; 	    282; 	  0.3; 	 1.00; 	"";
120; 	  39.0236; 	    524; 	  0.5; 	 1.00; 	"";
121; 	  51.0236; 	   2293; 	  2.2; 	 1.00; 	"";
122; 	  52.0232; 	    222; 	  0.2; 	 1.00; 	"";
123; 	  54.0040; 	    158; 	  0.2; 	 1.00; 	"";
124; 	  64.0318; 	    119; 	  0.1; 	 1.00; 	"";
125; 	  73.3075; 	    257; 	  0.2; 	 1.00; 	"";
126; 	  73.7474; 	    261; 	  0.3; 	 1.00; 	"";
127; 	  74.0985; 	   1224; 	  1.2; 	 1.00; 	"";
128; 	  78.0342; 	   1160; 	  1.1; 	 1.00; 	"";
129; 	  92.0286; 	   2204; 	  2.1; 	 1.00; 	"";
130; 	  93.0325; 	    126; 	  0.1; 	 1.00; 	"";
131; 	  94.0307; 	   2649; 	  2.6; 	 1.00; 	"";
132; 	  94.6799; 	    257; 	  0.2; 	 1.00; 	"";
133; 	 143.9520; 	    149; 	  0.1; 	 1.00; 	"";
134; 	 150.0264; 	 103108; 	100.0; 	 1.00; 	"100.00";
135; 	 151.0338; 	   5936; 	  5.8; 	 1.00; 	"";
136; 	 152.0357; 	    129; 	  0.1; 	 1.00; 	"";
137; 	 167.1928; 	    284; 	  0.3; 	 1.00; 	"";
138; 	 240.9420; 	    256; 	  0.2; 	 1.00; 	"";
139; 	 270.4266; 	    119; 	  0.1; 	 1.00; 	"";
140; 	 297.1443; 	    336; 	  0.3; 	 1.00; 	"";
141; 	 298.1133; 	    101; 	  0.1; 	 1.00; 	"";
142; 	 314.1848; 	    261; 	  0.3; 	 1.00; 	"";
143; 	 409.9339; 	    260; 	  0.3; 	 1.00; 	"";
144; 	 439.0989; 	    279; 	  0.3; 	 1.00; 	"";
