 0; 	  39.0227; 	  11181; 	 34.3; 	"39.02";
 1; 	  39.9256; 	    274; 	  0.8; 	"";
 2; 	  40.0276; 	    125; 	  0.4; 	"";
 3; 	  41.0284; 	    109; 	  0.3; 	"";
 4; 	  44.9973; 	    980; 	  3.0; 	"";
 5; 	  50.0138; 	    135; 	  0.4; 	"";
 6; 	  50.2687; 	    110; 	  0.3; 	"";
 7; 	  51.0234; 	  32645; 	100.0; 	"51.02";
 8; 	  51.1021; 	    346; 	  1.1; 	"";
 9; 	  52.0211; 	   1619; 	  5.0; 	"";
10; 	  52.0966; 	    107; 	  0.3; 	"";
11; 	  53.0040; 	  18058; 	 55.3; 	"53.00";
12; 	  53.0807; 	    160; 	  0.5; 	"";
13; 	  54.0062; 	    268; 	  0.8; 	"";
14; 	  55.7574; 	    113; 	  0.3; 	"";
15; 	  63.0244; 	   1444; 	  4.4; 	"";
16; 	  64.0313; 	   7976; 	 24.4; 	"64.03";
17; 	  65.0340; 	    215; 	  0.7; 	"";
18; 	  66.0339; 	    209; 	  0.6; 	"";
19; 	  67.0158; 	    240; 	  0.7; 	"";
20; 	  67.1034; 	    121; 	  0.4; 	"";
21; 	  68.0116; 	    117; 	  0.4; 	"";
22; 	  76.0162; 	    260; 	  0.8; 	"";
23; 	  78.0317; 	   4410; 	 13.5; 	"78.03";
24; 	  79.0356; 	    116; 	  0.4; 	"";
25; 	  89.5366; 	    259; 	  0.8; 	"";
26; 	  92.0274; 	  31432; 	 96.3; 	"92.03";
27; 	  92.1207; 	    377; 	  1.2; 	"";
28; 	  93.0297; 	    970; 	  3.0; 	"";
29; 	  94.0321; 	  19529; 	 59.8; 	"94.03";
30; 	  95.0286; 	    855; 	  2.6; 	"";
31; 	  96.0300; 	    157; 	  0.5; 	"";
32; 	 104.0112; 	    118; 	  0.4; 	"";
33; 	 111.0751; 	    268; 	  0.8; 	"";
34; 	 114.0833; 	    259; 	  0.8; 	"";
35; 	 127.0452; 	    136; 	  0.4; 	"";
36; 	 150.0281; 	    465; 	  1.4; 	"";
37; 	 157.0494; 	    115; 	  0.4; 	"";
38; 	 158.0555; 	    238; 	  0.7; 	"";
39; 	 220.2453; 	    260; 	  0.8; 	"";
40; 	 250.3586; 	    127; 	  0.4; 	"";
41; 	 319.6080; 	    270; 	  0.8; 	"";
42; 	 422.5339; 	    111; 	  0.3; 	"";
43; 	 459.6485; 	    257; 	  0.8; 	"";
44; 	 486.6123; 	    261; 	  0.8; 	"";
45; 	 591.2910; 	    102; 	  0.3; 	"";
46; 	 621.9491; 	    267; 	  0.8; 	"";
47; 	 622.6352; 	    145; 	  0.4; 	"";
48; 	 680.6774; 	    272; 	  0.8; 	"";
