 0; 	  77.0592; 	   4287; 	100.0; 	"77.06";
 1; 	  78.0583; 	    227; 	  5.3; 	"";
 2; 	  78.9994; 	    229; 	  5.3; 	"";
 3; 	 105.0491; 	   1039; 	 24.2; 	"105.05";
 4; 	 106.0433; 	    108; 	  2.5; 	"";
 5; 	 372.6018; 	    273; 	  6.4; 	"";
 6; 	 394.9614; 	    257; 	  6.0; 	"";
 7; 	 458.5292; 	    281; 	  6.5; 	"";
 8; 	 666.5899; 	    199; 	  4.6; 	"";
