 0; 	  77.0577; 	  24637; 	 78.2; 	"77.06";
 1; 	  77.1357; 	    282; 	  0.9; 	"";
 2; 	  78.0628; 	   1677; 	  5.3; 	"";
 3; 	  83.0758; 	    102; 	  0.3; 	"";
 4; 	 105.0507; 	   4034; 	 12.8; 	"105.05";
 5; 	 106.0552; 	    265; 	  0.8; 	"";
 6; 	 111.0939; 	  31494; 	100.0; 	"111.09";
 7; 	 112.0876; 	   1298; 	  4.1; 	"";
 8; 	 115.0487; 	    135; 	  0.4; 	"";
 9; 	 265.2780; 	    259; 	  0.8; 	"";
