0 0.9000  -915.4013 -2403386.1050 1300.7177
1 0.9100  -915.4342 -2403472.3795 1214.4433
2 0.9201  -915.4651 -2403553.5288 1133.2940
3 0.9301  -915.4941 -2403629.8326 1056.9902
4 0.9401  -915.5214 -2403701.5566 985.2662
5 0.9501  -915.5471 -2403768.9370 917.8858
6 0.9602  -915.5712 -2403832.2513 854.5714
7 0.9702  -915.5939 -2403891.6748 795.1479
8 0.9802  -915.6151 -2403947.4714 739.3513
9 0.9902  -915.6350 -2403999.7898 687.0330
10 1.0003  -915.6537 -2404048.8738 637.9490
11 1.0103  -915.6712 -2404094.8496 591.9732
12 1.0203  -915.6877 -2404137.9443 548.8784
13 1.0303  -915.7030 -2404178.2612 508.5616
14 1.0404  -915.7174 -2404215.9769 470.8459
15 1.0504  -915.7308 -2404251.2957 435.5271
16 1.0604  -915.7434 -2404284.2521 402.5706
17 1.0704  -915.7551 -2404315.0163 371.8065
18 1.0805  -915.7660 -2404343.7197 343.1030
19 1.0905  -915.7763 -2404370.6037 316.2190
20 1.1005  -915.7858 -2404395.5497 291.2730
21 1.1105  -915.7946 -2404418.7435 268.0793
22 1.1206  -915.8028 -2404440.3025 246.5202
23 1.1306  -915.8105 -2404460.5896 226.2332
24 1.1406  -915.8176 -2404479.2377 207.5851
25 1.1506  -915.8242 -2404496.4955 190.3273
26 1.1607  -915.8303 -2404512.4551 174.3676
27 1.1707  -915.8359 -2404527.1985 159.6242
28 1.1807  -915.8419 -2404542.9030 143.9197
29 1.1907  -915.8578 -2404584.6459 102.1769
30 1.2008  -915.8623 -2404596.5029 90.3199
31 1.2108  -915.8665 -2404607.3921 79.4306
32 1.2208  -915.8703 -2404617.3463 69.4765
33 1.2308  -915.8737 -2404626.4308 60.3919
34 1.2409  -915.8769 -2404634.6873 52.1354
35 1.2509  -915.8797 -2404642.1690 44.6538
36 1.2609  -915.8823 -2404648.9153 37.9074
37 1.2709  -915.8846 -2404654.9740 31.8487
38 1.2810  -915.8866 -2404660.3811 26.4416
39 1.2910  -915.8885 -2404665.1628 21.6600
40 1.3010  -915.8901 -2404669.3969 17.4259
41 1.3110  -915.8915 -2404673.0799 13.7429
42 1.3211  -915.8927 -2404676.2589 10.5638
43 1.3311  -915.8937 -2404678.9590 7.8638
44 1.3411  -915.8946 -2404681.2003 5.6224
45 1.3511  -915.8953 -2404683.0466 3.7761
46 1.3612  -915.8958 -2404684.4914 2.3314
47 1.3712  -915.8962 -2404685.5717 1.2511
48 1.3812  -915.8965 -2404686.3072 0.5156
49 1.3912  -915.8967 -2404686.7123 0.1105
50 1.4013  -915.8967 -2404686.8228 0.0000
51 1.4113  -915.8967 -2404686.6756 0.1472
52 1.4213  -915.8965 -2404686.2575 0.5652
53 1.4313  -915.8962 -2404685.5877 1.2351
54 1.4414  -915.8959 -2404684.7009 2.1219
55 1.4514  -915.8955 -2404683.6243 3.1985
56 1.4614  -915.8950 -2404682.3452 4.4776
57 1.4714  -915.8945 -2404680.8799 5.9429
58 1.4815  -915.8938 -2404679.2594 7.5634
59 1.4915  -915.8932 -2404677.5027 9.3200
60 1.5015  -915.8924 -2404675.5904 11.2324
61 1.5115  -915.8917 -2404673.5636 13.2591
62 1.5216  -915.8909 -2404671.4297 15.3930
63 1.5316  -915.8900 -2404669.1774 17.6454
64 1.5416  -915.8891 -2404666.8392 19.9835
65 1.5516  -915.8882 -2404664.4262 22.3965
66 1.5617  -915.8872 -2404661.9221 24.9007
67 1.5717  -915.8863 -2404659.3604 27.4624
68 1.5817  -915.8853 -2404656.7461 30.0767
69 1.5917  -915.8842 -2404654.0661 32.7567
70 1.6018  -915.8832 -2404651.3486 35.4741
