 0; 	 155.9443; 	   3151; 	 36.1; 	"155.94";
 1; 	 157.9418; 	   4054; 	 46.4; 	"157.94";
 2; 	 158.9206; 	   8734; 	100.0; 	"158.92";
 3; 	 200.9466; 	   1234; 	 14.1; 	"200.95";
 4; 	 201.9486; 	    675; 	  7.7; 	"";
 5; 	 202.9619; 	    519; 	  5.9; 	"";
86.7813
