0 0.9000  -1234.8068 -3241985.2214 1541.6119
1 0.9100  -1234.8767 -3242168.8806 1357.9527
2 0.9201  -1234.9074 -3242249.3210 1277.5124
3 0.9301  -1234.9361 -3242324.7684 1202.0649
4 0.9401  -1234.9631 -3242395.5110 1131.3223
5 0.9501  -1234.9883 -3242461.8062 1065.0271
6 0.9602  -1235.0120 -3242523.8978 1002.9355
7 0.9702  -1235.0341 -3242582.0134 944.8200
8 0.9802  -1235.0548 -3242636.3751 890.4582
9 0.9902  -1235.0742 -3242687.1865 839.6468
10 1.0003  -1235.0922 -3242734.6451 792.1882
11 1.0103  -1235.1091 -3242778.9340 747.8993
12 1.0203  -1235.1248 -3242820.2304 706.6029
13 1.0303  -1235.1395 -3242858.6948 668.1385
14 1.0404  -1235.1531 -3242894.4838 632.3495
15 1.0504  -1235.1658 -3242927.7434 599.0900
16 1.0604  -1235.1775 -3242958.6124 568.2209
17 1.0704  -1235.1884 -3242987.2215 539.6118
18 1.0805  -1235.1985 -3243013.6958 513.1375
19 1.0905  -1235.2078 -3243038.1534 488.6799
20 1.1005  -1235.2164 -3243060.7071 466.1263
21 1.1105  -1235.2243 -3243081.4637 445.3696
22 1.1206  -1235.2316 -3243100.5251 426.3082
23 1.1306  -1235.2382 -3243117.9879 408.8455
24 1.1406  -1235.2443 -3243133.9434 392.8899
25 1.1506  -1235.2498 -3243148.4786 378.3547
26 1.1607  -1235.2549 -3243161.6755 365.1578
27 1.1707  -1235.2594 -3243173.6118 353.2216
28 1.1807  -1235.2635 -3243184.3604 342.4729
29 1.1907  -1235.2672 -3243193.9920 332.8413
30 1.2008  -1235.2705 -3243202.5708 324.2626
31 1.2108  -1235.2733 -3243210.1604 316.6729
32 1.2208  -1235.2759 -3243216.8199 310.0134
33 1.2308  -1235.2781 -3243222.6041 304.2292
34 1.2409  -1235.2800 -3243227.5711 299.2622
35 1.2509  -1235.2816 -3243231.7695 295.0639
36 1.2609  -1235.2829 -3243235.3392 291.4941
37 1.2709  -1235.2841 -3243238.4540 288.3794
38 1.2810  -1235.2850 -3243240.6626 286.1707
39 1.2910  -1235.2856 -3243242.2837 284.5496
40 1.3010  -1235.2860 -3243243.3566 283.4768
41 1.3110  -1235.2862 -3243243.9204 282.9129
42 1.3211  -1235.2862 -3243244.0103 282.8230
43 1.3311  -1235.2861 -3243243.6604 283.1729
44 1.3411  -1235.2858 -3243242.9035 283.9298
45 1.3511  -1235.2854 -3243241.7703 285.0631
46 1.3612  -1235.2848 -3243240.2902 286.5431
47 1.3712  -1235.2841 -3243238.4908 288.3425
48 1.3812  -1235.2833 -3243236.3987 290.4346
49 1.3912  -1235.2824 -3243234.0389 292.7944
50 1.4013  -1235.2814 -3243231.4353 295.3980
51 1.4113  -1235.2804 -3243228.6109 298.2224
52 1.4213  -1235.2792 -3243225.5874 301.2460
53 1.4313  -1235.2780 -3243222.3856 304.4478
