0 0.9000  -1416.9472 -3720194.9751 156.6458
1 0.9100  -1416.9498 -3720201.6535 149.9673
2 0.9201  -1416.9521 -3720207.7229 143.8980
3 0.9301  -1416.9542 -3720213.2388 138.3821
4 0.9401  -1416.9561 -3720218.2537 133.3672
5 0.9501  -1416.9578 -3720222.8172 128.8036
6 0.9602  -1416.9594 -3720226.9775 124.6434
7 0.9702  -1416.9609 -3720230.7768 120.8440
8 0.9802  -1416.9622 -3720234.2598 117.3611
9 0.9902  -1416.9634 -3720237.4630 114.1578
10 1.0003  -1416.9646 -3720240.4266 111.1943
11 1.0103  -1416.9656 -3720243.1807 108.4402
12 1.0203  -1416.9666 -3720245.7611 105.8597
13 1.0303  -1416.9675 -3720248.1935 103.4274
14 1.0404  -1416.9684 -3720250.5048 101.1161
15 1.0504  -1416.9692 -3720252.7202 98.9007
16 1.0604  -1416.9700 -3720254.8586 96.7623
17 1.0704  -1416.9708 -3720256.9391 94.6818
18 1.0805  -1416.9716 -3720258.9752 92.6457
19 1.0905  -1416.9724 -3720260.9868 90.6341
20 1.1005  -1416.9731 -3720262.9781 88.6428
21 1.1105  -1416.9739 -3720264.9570 86.6639
22 1.1206  -1416.9746 -3720266.9307 84.6902
23 1.1306  -1416.9754 -3720268.9028 82.7181
24 1.1406  -1416.9761 -3720270.8757 80.7452
25 1.1506  -1416.9769 -3720272.8517 78.7691
26 1.1607  -1416.9777 -3720274.8281 76.7928
27 1.1707  -1416.9784 -3720276.8073 74.8135
28 1.1807  -1416.9792 -3720278.7856 72.8353
29 1.1907  -1416.9799 -3720280.7631 70.8578
30 1.2008  -1416.9807 -3720282.7356 68.8853
31 1.2108  -1416.9814 -3720284.7021 66.9187
32 1.2208  -1416.9822 -3720286.6587 64.9621
33 1.2308  -1416.9829 -3720288.6026 63.0182
34 1.2409  -1416.9836 -3720290.5309 61.0900
35 1.2509  -1416.9844 -3720292.4406 59.1803
36 1.2609  -1416.9851 -3720294.3289 57.2920
37 1.2709  -1416.9858 -3720296.1932 55.4276
38 1.2810  -1416.9865 -3720298.0310 53.5898
39 1.2910  -1416.9872 -3720299.8400 51.7808
40 1.3010  -1416.9879 -3720301.6182 50.0026
41 1.3110  -1416.9885 -3720303.3637 48.2572
42 1.3211  -1416.9892 -3720305.0748 46.5460
43 1.3311  -1416.9898 -3720306.7501 44.8708
44 1.3411  -1416.9904 -3720308.3881 43.2327
45 1.3511  -1416.9910 -3720309.9880 41.6329
46 1.3612  -1416.9916 -3720311.5487 40.0721
47 1.3712  -1416.9922 -3720313.0696 38.5512
48 1.3812  -1416.9928 -3720314.5503 37.0706
49 1.3912  -1416.9933 -3720315.9899 35.6309
50 1.4013  -1416.9939 -3720317.3882 34.2326
51 1.4113  -1416.9944 -3720318.7451 32.8757
52 1.4213  -1416.9949 -3720320.0606 31.5602
53 1.4313  -1416.9954 -3720321.3348 30.2860
54 1.4414  -1416.9958 -3720322.5685 29.0523
55 1.4514  -1416.9963 -3720323.7612 27.8597
56 1.4614  -1416.9967 -3720324.9132 26.7076
57 1.4714  -1416.9972 -3720326.0253 25.5956
58 1.4815  -1416.9976 -3720327.0978 24.5230
59 1.4915  -1416.9980 -3720328.1316 23.4892
60 1.5015  -1416.9983 -3720329.1273 22.4935
61 1.5115  -1416.9987 -3720330.0856 21.5352
62 1.5216  -1416.9991 -3720331.0074 20.6135
63 1.5316  -1416.9994 -3720331.8934 19.7275
64 1.5416  -1416.9997 -3720332.7453 18.8756
65 1.5516  -1417.0000 -3720333.5632 18.0577
66 1.5617  -1417.0003 -3720334.3480 17.2728
67 1.5717  -1417.0006 -3720335.1006 16.5202
68 1.5817  -1417.0009 -3720335.8244 15.7964
69 1.5917  -1417.0011 -3720336.5176 15.1033
70 1.6018  -1417.0014 -3720337.1814 14.4395
71 1.6118  -1417.0016 -3720337.8167 13.8042
72 1.6218  -1417.0019 -3720338.4246 13.1963
73 1.6318  -1417.0021 -3720339.0056 12.6152
74 1.6419  -1417.0023 -3720339.5602 12.0607
75 1.6519  -1417.0025 -3720340.0886 11.5323
76 1.6619  -1417.0027 -3720340.5916 11.0293
77 1.6719  -1417.0029 -3720341.0697 10.5512
78 1.6820  -1417.0031 -3720341.5236 10.0973
79 1.6920  -1417.0032 -3720341.9538 9.6670
80 1.7020  -1417.0034 -3720342.3614 9.2595
81 1.7120  -1417.0035 -3720342.7471 8.8738
82 1.7221  -1417.0037 -3720343.1119 8.5089
83 1.7321  -1417.0038 -3720343.4569 8.1639
84 1.7421  -1417.0039 -3720343.7846 7.8363
85 1.7521  -1417.0040 -3720344.0927 7.5282
86 1.7622  -1417.0041 -3720344.3854 7.2355
87 1.7722  -1417.0043 -3720344.6601 6.9608
88 1.7822  -1417.0043 -3720344.9208 6.7001
89 1.7922  -1417.0044 -3720345.1636 6.4572
90 1.8023  -1417.0045 -3720345.3939 6.2270
91 1.8123  -1417.0046 -3720345.6127 6.0081
92 1.8223  -1417.0047 -3720345.8156 5.8053
93 1.8323  -1417.0048 -3720345.9996 5.6213
94 1.8424  -1417.0048 -3720346.1664 5.4545
95 1.8524  -1417.0049 -3720346.3205 5.3003
96 1.8624  -1417.0049 -3720346.4717 5.1491
97 1.8724  -1417.0050 -3720346.6065 5.0144
