 0; 	 153.8146; 	    268; 	 94.7; 	"153.81";
 1; 	 189.9795; 	    283; 	100.0; 	"189.98";
 2; 	 344.4641; 	    100; 	 35.4; 	"344.46";
 3; 	 467.0184; 	    125; 	 44.0; 	"467.02";
 4; 	 508.9879; 	    283; 	 99.9; 	"508.99";
