 0; 	 121.0327; 	    517; 	100.0; 	"121.03";
 1; 	 149.0192; 	    195; 	 37.8; 	"149.02";
 2; 	 231.5833; 	    259; 	 50.1; 	"231.58";
 3; 	 389.9744; 	    237; 	 45.9; 	"389.97";
 4; 	 496.7806; 	    157; 	 30.5; 	"496.78";
 5; 	 523.8951; 	    261; 	 50.5; 	"523.90";
 6; 	 525.0989; 	    258; 	 49.9; 	"525.10";
 7; 	 655.6610; 	    274; 	 53.0; 	"655.66";
