0 0.9000  -1416.7482 -3719672.3639 677.8473
1 0.9100  -1416.7710 -3719732.1297 618.0815
2 0.9201  -1416.7918 -3719786.8779 563.3333
3 0.9301  -1416.8109 -3719836.9957 513.2155
4 0.9401  -1416.8283 -3719882.7858 467.4254
5 0.9501  -1416.8442 -3719924.5370 425.6742
6 0.9602  -1416.8587 -3719962.5166 387.6946
7 0.9702  -1416.8718 -3719996.9727 353.2385
8 0.9802  -1416.8837 -3720028.1384 322.0728
9 0.9902  -1416.8944 -3720056.2263 293.9849
10 1.0003  -1416.9040 -3720081.4436 268.7676
11 1.0103  -1416.9150 -3720110.2675 239.9437
12 1.0203  -1416.9228 -3720130.7140 219.4972
13 1.0303  -1416.9297 -3720148.9046 201.3066
14 1.0404  -1416.9358 -3720165.0189 185.1923
15 1.0504  -1416.9412 -3720179.2496 170.9616
16 1.0604  -1416.9460 -3720191.7720 158.4392
17 1.0704  -1416.9502 -3720202.7679 147.4433
18 1.0805  -1416.9539 -3720212.4153 137.7959
19 1.0905  -1416.9571 -3720220.8968 129.3144
20 1.1005  -1416.9600 -3720228.3638 121.8474
21 1.1105  -1416.9625 -3720234.9735 115.2377
22 1.1206  -1416.9647 -3720240.8020 109.4092
23 1.1306  -1416.9666 -3720245.9001 104.3111
24 1.1406  -1416.9683 -3720250.2984 99.9128
25 1.1506  -1416.9699 -3720254.5199 95.6913
26 1.1607  -1416.9711 -3720257.7255 92.4857
27 1.1707  -1416.9721 -3720260.1868 90.0244
28 1.1807  -1416.9728 -3720261.9848 88.2264
29 1.1907  -1416.9732 -3720263.1421 87.0691
30 1.2008  -1416.9737 -3720264.3228 85.8884
31 1.2108  -1416.9739 -3720265.0650 85.1462
32 1.2208  -1416.9739 -3720264.9102 85.3010
33 1.2308  -1416.9736 -3720264.1940 86.0172
34 1.2409  -1416.9731 -3720262.9455 87.2657
35 1.2509  -1416.9724 -3720261.1673 89.0439
36 1.2609  -1416.9716 -3720258.9953 91.2159
37 1.2709  -1416.9706 -3720256.3226 93.8886
38 1.2810  -1416.9694 -3720253.2480 96.9632
39 1.2910  -1416.9681 -3720249.7998 100.4114
40 1.3010  -1416.9667 -3720246.0101 104.2011
41 1.3110  -1416.9651 -3720241.8961 108.3151
42 1.3211  -1416.9634 -3720237.4865 112.7247
43 1.3311  -1416.9616 -3720232.8039 117.4073
44 1.3411  -1416.9598 -3720227.8720 122.3392
45 1.3511  -1416.9578 -3720222.7124 127.4988
46 1.3612  -1416.9558 -3720217.3456 132.8656
47 1.3712  -1416.9536 -3720211.7911 138.4201
48 1.3812  -1416.9515 -3720206.0672 144.1440
49 1.3912  -1416.9492 -3720200.1912 150.0200
50 1.4013  -1416.9469 -3720194.1793 156.0319
51 1.4113  -1416.9446 -3720188.0469 162.1643
52 1.4213  -1416.9422 -3720181.8082 168.4030
53 1.4313  -1416.9398 -3720175.4765 174.7347
54 1.4414  -1416.9374 -3720169.0643 181.1470
55 1.4514  -1416.9349 -3720162.5829 187.6283
56 1.4614  -1416.9324 -3720156.0435 194.1677
57 1.4714  -1416.9299 -3720149.4559 200.7553
58 1.4815  -1416.9274 -3720142.8299 207.3813
59 1.4915  -1416.9248 -3720136.1742 214.0370
60 1.5015  -1416.9223 -3720129.4981 220.7131
61 1.5115  -1416.9198 -3720122.8078 227.4034
62 1.5216  -1416.9172 -3720116.1130 234.0982
63 1.5316  -1416.9147 -3720109.4191 240.7921
64 1.5416  -1416.9121 -3720102.7351 247.4761
65 1.5516  -1416.9096 -3720096.0655 254.1457
66 1.5617  -1416.9070 -3720089.4199 260.7913
67 1.5717  -1416.9045 -3720082.8030 267.4082
68 1.5817  -1416.9020 -3720076.2222 273.9890
69 1.5917  -1416.8995 -3720069.6891 280.5222
70 1.6018  -1416.8971 -3720063.2085 287.0027
71 1.6118  -1416.9858 -3720296.2817 53.9295
