0 0.9000  -969.6518 -2545820.8663 1454.8732
1 0.9100  -969.6850 -2545907.9285 1367.8110
2 0.9201  -969.7162 -2545989.8001 1285.9394
3 0.9301  -969.7455 -2546066.7603 1208.9793
4 0.9401  -969.7730 -2546139.1387 1136.6009
5 0.9501  -969.7989 -2546207.0878 1068.6518
6 0.9602  -969.8232 -2546270.9415 1004.7981
7 0.9702  -969.8461 -2546330.8374 944.9022
8 0.9802  -969.8674 -2546386.8986 888.8409
9 0.9902  -969.8876 -2546439.7814 835.9582
10 1.0003  -969.9064 -2546489.1926 786.5470
11 1.0103  -969.9240 -2546535.4349 740.3046
12 1.0203  -969.9405 -2546578.8056 696.9340
13 1.0303  -969.9559 -2546619.3243 656.4153
14 1.0404  -969.9704 -2546657.2837 618.4558
15 1.0504  -969.9839 -2546692.7062 583.0333
16 1.0604  -969.9965 -2546725.8092 549.9304
17 1.0704  -970.0082 -2546756.5708 519.1688
18 1.0805  -970.0192 -2546785.4575 490.2820
19 1.0905  -970.0294 -2546812.2462 463.4934
20 1.1005  -970.0389 -2546837.2049 438.5347
21 1.1105  -970.0477 -2546860.2363 415.5032
22 1.1206  -970.0560 -2546881.9148 393.8248
23 1.1306  -970.0635 -2546901.8397 373.8998
24 1.1406  -970.0706 -2546920.3299 355.4097
25 1.1506  -970.0770 -2546937.2197 338.5198
26 1.1607  -970.0831 -2546953.1830 322.5566
27 1.1707  -970.0886 -2546967.6859 308.0537
28 1.1807  -970.0937 -2546981.0677 294.6718
29 1.1907  -970.0983 -2546993.1104 282.6292
30 1.2008  -970.1027 -2547004.5722 271.1673
31 1.2108  -970.1066 -2547014.7927 260.9469
32 1.2208  -970.1101 -2547024.1470 251.5925
33 1.2308  -970.1133 -2547032.4105 243.3290
34 1.2409  -970.1163 -2547040.2859 235.4537
35 1.2509  -970.1189 -2547047.1552 228.5843
36 1.2609  -970.1213 -2547053.3606 222.3789
37 1.2709  -970.1233 -2547058.6461 217.0935
38 1.2810  -970.1252 -2547063.7626 211.9769
39 1.2910  -970.1268 -2547068.0231 207.7164
40 1.3010  -970.1283 -2547071.7835 203.9561
41 1.3110  -970.1294 -2547074.7880 200.9516
42 1.3211  -970.1306 -2547077.7640 197.9755
43 1.3311  -970.1314 -2547080.0466 195.6930
44 1.3411  -970.1321 -2547081.9546 193.7850
45 1.3511  -970.1327 -2547083.3122 192.4273
46 1.3612  -970.1331 -2547084.5797 191.1598
47 1.3712  -970.1334 -2547085.3505 190.3891
48 1.3812  -970.1336 -2547085.8471 189.8924
49 1.3912  -970.1336 -2547085.8728 189.8667
50 1.4013  -970.1337 -2547085.9631 189.7765
51 1.4113  -970.1335 -2547085.5584 190.1811
52 1.4213  -970.1333 -2547085.0804 190.6591
53 1.4313  -970.1330 -2547084.2719 191.4677
54 1.4414  -970.1327 -2547083.3730 192.3666
55 1.4514  -970.1322 -2547082.2098 193.5298
56 1.4614  -970.1318 -2547080.9804 194.7592
57 1.4714  -970.1312 -2547079.5356 196.2039
58 1.4815  -970.1307 -2547078.0474 197.6921
59 1.4915  -970.1300 -2547076.3603 199.3793
60 1.5015  -970.1294 -2547074.6525 201.0871
61 1.5115  -970.1287 -2547072.7824 202.9571
62 1.5216  -970.1279 -2547070.8938 204.8457
63 1.5316  -970.1272 -2547068.8647 206.8749
64 1.5416  -970.1264 -2547066.8538 208.8858
65 1.5516  -970.1256 -2547064.7242 211.0154
66 1.5617  -970.1248 -2547062.6006 213.1389
67 1.5717  -970.1239 -2547060.3838 215.3558
68 1.5817  -970.1231 -2547058.1936 217.5459
69 1.5917  -970.1222 -2547055.9264 219.8132
70 1.6018  -970.1214 -2547053.6935 222.0460
71 1.6118  -970.1205 -2547051.3984 224.3412
72 1.6218  -970.1197 -2547049.1445 226.5950
73 1.6318  -970.1188 -2547046.8394 228.9002
74 1.6419  -970.1179 -2547044.5844 231.1551
75 1.6519  -970.1170 -2547042.2889 233.4506
76 1.6619  -970.1162 -2547040.0447 235.6949
77 1.6719  -970.1153 -2547037.7677 237.9718
78 1.6820  -970.1145 -2547035.5509 240.1887
79 1.6920  -970.1136 -2547033.3108 242.4287
80 1.7020  -970.1128 -2547031.1251 244.6144
81 1.7120  -970.1119 -2547028.9187 246.8209
82 1.7221  -970.1111 -2547026.7840 248.9555
83 1.7321  -970.1103 -2547024.6395 251.1000
84 1.7421  -970.1095 -2547022.5434 253.1961
85 1.7521  -970.1087 -2547020.3725 255.3670
86 1.7622  -970.1079 -2547018.4136 257.3259
87 1.7722  -970.1072 -2547016.3899 259.3497
88 1.7822  -970.1064 -2547014.4114 261.3281
89 1.7922  -970.1056 -2547012.3328 263.4068
90 1.8023  -970.1049 -2547010.5299 265.2096
91 1.8123  -970.1042 -2547008.6344 267.1051
92 1.8223  -970.1035 -2547006.7895 268.9500
93 1.8323  -970.1028 -2547004.9362 270.8033
94 1.8424  -970.1021 -2547003.1815 272.5581
95 1.8524  -970.1015 -2547001.4269 274.3126
96 1.8624  -970.1008 -2546999.7234 276.0161
97 1.8724  -970.1002 -2546997.9831 277.7564
98 1.8825  -970.0996 -2546996.4023 279.3372
99 1.8925  -970.0989 -2546994.7927 280.9469
100 1.9025  -970.0984 -2546993.2358 282.5037
101 1.9125  -970.0977 -2546991.6156 284.1239
102 1.9226  -970.0972 -2546990.2058 285.5337
103 1.9326  -970.0966 -2546988.7380 287.0016
104 1.9426  -970.0961 -2546987.3328 288.4067
105 1.9526  -970.0956 -2546985.9278 289.8118
106 1.9627  -970.0951 -2546984.5914 291.1481
107 1.9727  -970.0945 -2546983.2386 292.5009
108 1.9827  -970.0941 -2546981.9953 293.7443
109 1.9927  -970.0936 -2546980.7429 294.9967
110 2.0028  -970.0931 -2546979.5422 296.1973
111 2.0128  -970.0926 -2546978.0393 297.7002
112 2.0228  -970.0923 -2546977.2266 298.5129
113 2.0328  -970.0918 -2546976.1000 299.6396
114 2.0429  -970.0914 -2546975.0391 300.7005
115 2.0529  -970.0910 -2546973.9540 301.7856
116 2.0629  -970.0906 -2546972.9777 302.7618
117 2.0729  -970.0903 -2546971.9849 303.7546
118 2.0830  -970.0899 -2546971.0417 304.6978
119 2.0930  -970.0894 -2546969.8367 305.9028
120 2.1030  -970.0892 -2546969.2221 306.5175
121 2.1130  -970.0889 -2546968.3470 307.3925
122 2.1231  -970.0886 -2546967.5274 308.2121
123 2.1331  -970.0882 -2546966.6935 309.0461
124 2.1431  -970.0880 -2546965.9222 309.8173
125 2.1531  -970.0876 -2546965.1210 310.6185
126 2.1632  -970.0874 -2546964.4223 311.3173
127 2.1732  -970.0871 -2546963.6980 312.0415
128 2.1832  -970.0868 -2546963.0244 312.7151
129 2.1932  -970.0866 -2546962.2472 313.4924
130 2.2033  -970.0864 -2546961.7196 314.0199
131 2.2133  -970.0861 -2546961.0879 314.6517
132 2.2233  -970.0859 -2546960.5067 315.2329
133 2.2333  -970.0856 -2546959.8461 315.8934
134 2.2434  -970.0855 -2546959.3779 316.3617
135 2.2534  -970.0853 -2546958.8330 316.9066
136 2.2634  -970.0851 -2546958.3333 317.4062
137 2.2734  -970.0848 -2546957.6899 318.0496
138 2.2835  -970.0847 -2546957.3651 318.3745
139 2.2935  -970.0845 -2546956.8984 318.8412
140 2.3035  -970.0844 -2546956.4741 319.2655
141 2.3135  -970.0841 -2546955.8422 319.8974
142 2.3236  -970.0840 -2546955.6613 320.0782
143 2.3336  -970.0839 -2546955.2663 320.4733
144 2.3436  -970.0838 -2546954.9182 320.8214
145 2.3536  -970.0835 -2546954.3090 321.4306
146 2.3637  -970.0835 -2546954.2353 321.5043
147 2.3737  -970.0834 -2546953.8914 321.8482
148 2.3837  -970.0832 -2546953.5456 322.1939
149 2.3937  -970.0831 -2546953.2715 322.4680
150 2.4038  -970.0830 -2546952.9658 322.7738
151 2.4138  -970.0829 -2546952.6371 323.1024
152 2.4238  -970.0828 -2546952.4293 323.3102
153 2.4338  -970.0827 -2546952.1581 323.5815
