0 4.9000  -681.2718 -1788679.1141 195.7186
1 4.8900  -681.2718 -1788679.1876 195.6451
2 4.8799  -681.2719 -1788679.2608 195.5719
3 4.8699  -681.2719 -1788679.3345 195.4982
4 4.8599  -681.2719 -1788679.4048 195.4279
5 4.8499  -681.2719 -1788679.4745 195.3583
6 4.8398  -681.2720 -1788679.5429 195.2898
7 4.8298  -681.2720 -1788679.6120 195.2208
8 4.8198  -681.2720 -1788679.6782 195.1545
9 4.8098  -681.2720 -1788679.7457 195.0870
10 4.7997  -681.2721 -1788679.8101 195.0226
11 4.7897  -681.2721 -1788679.8795 194.9532
12 4.7797  -681.2721 -1788679.9405 194.8922
13 4.7697  -681.2721 -1788680.0031 194.8296
14 4.7596  -681.2722 -1788680.0639 194.7689
15 4.7496  -681.2722 -1788680.1262 194.7066
16 4.7396  -681.2722 -1788680.1848 194.6480
17 4.7296  -681.2722 -1788680.2501 194.5826
18 4.7195  -681.2723 -1788680.3059 194.5268
19 4.7095  -681.2723 -1788680.3641 194.4686
20 4.6995  -681.2723 -1788680.4189 194.4139
21 4.6895  -681.2723 -1788680.4811 194.3516
22 4.6794  -681.2723 -1788680.5336 194.2991
23 4.6694  -681.2724 -1788680.6288 194.2039
24 4.6594  -681.2724 -1788680.6832 194.1495
25 4.6494  -681.2724 -1788680.7367 194.0960
26 4.6393  -681.2724 -1788680.7914 194.0414
27 4.6293  -681.2725 -1788680.8434 193.9894
28 4.6193  -681.2725 -1788680.9014 193.9314
29 4.6093  -681.2725 -1788680.9509 193.8818
30 4.5992  -681.2725 -1788681.0006 193.8321
31 4.5892  -681.2725 -1788681.0486 193.7841
32 4.5792  -681.2726 -1788681.0986 193.7341
33 4.5692  -681.2726 -1788681.1445 193.6882
34 4.5591  -681.2726 -1788681.1996 193.6331
35 4.5491  -681.2726 -1788681.2453 193.5874
36 4.5391  -681.2726 -1788681.2891 193.5436
37 4.5291  -681.2726 -1788681.3301 193.5026
38 4.5190  -681.2727 -1788681.3746 193.4582
39 4.5090  -681.2727 -1788681.4154 193.4174
40 4.4990  -681.2727 -1788681.4670 193.3658
41 4.4890  -681.2727 -1788681.5082 193.3245
42 4.4789  -681.2727 -1788681.5454 193.2874
43 4.4689  -681.2727 -1788681.5815 193.2513
44 4.4589  -681.2728 -1788681.6194 193.2133
