0 0.9000  -1506.7007 -3955842.6901 1426.6652
1 0.9101  -1506.7330 -3955927.5266 1341.8288
2 0.9201  -1506.7633 -3956007.1717 1262.1836
3 0.9302  -1506.7918 -3956081.8981 1187.4573
4 0.9402  -1506.8185 -3956151.9945 1117.3608
5 0.9503  -1506.8435 -3956217.6940 1051.6614
6 0.9603  -1506.8670 -3956279.2381 990.1172
7 0.9704  -1506.8889 -3956336.8641 932.4913
8 0.9804  -1506.9095 -3956390.7797 878.5756
9 0.9905  -1506.9286 -3956441.0673 828.2880
10 1.0005  -1506.9466 -3956488.2956 781.0598
11 1.0106  -1506.9633 -3956532.2675 737.0878
12 1.0206  -1506.9790 -3956573.2899 696.0655
13 1.0307  -1506.9935 -3956611.5017 657.8537
14 1.0407  -1507.0071 -3956647.0994 622.2560
15 1.0508  -1507.0197 -3956680.1845 589.1709
16 1.0608  -1507.0314 -3956710.9398 558.4156
17 1.0709  -1507.0423 -3956739.4516 529.9037
18 1.0809  -1507.0522 -3956765.4427 503.9127
19 1.0910  -1507.0616 -3956790.3258 479.0296
20 1.1010  -1507.0702 -3956812.8938 456.4616
21 1.1111  -1507.0781 -3956833.4551 435.9003
22 1.1211  -1507.0855 -3956852.8508 416.5046
23 1.1312  -1507.0921 -3956870.4195 398.9359
24 1.1412  -1507.0982 -3956886.3366 383.0188
25 1.1513  -1507.1039 -3956901.2146 368.1408
26 1.1613  -1507.1090 -3956914.5881 354.7672
27 1.1714  -1507.1134 -3956926.3331 343.0223
28 1.1814  -1507.1178 -3956937.7201 331.6353
29 1.1915  -1507.1215 -3956947.5945 321.7609
30 1.2015  -1507.1249 -3956956.4244 312.9310
31 1.2116  -1507.1279 -3956964.3165 305.0389
32 1.2216  -1507.1306 -3956971.2700 298.0854
33 1.2317  -1507.1329 -3956977.3367 292.0187
34 1.2417  -1507.1349 -3956982.6874 286.6680
35 1.2518  -1507.1366 -3956987.2285 282.1269
36 1.2618  -1507.1381 -3956991.0417 278.3137
37 1.2719  -1507.1393 -3956994.2779 275.0774
38 1.2819  -1507.1403 -3956996.8396 272.5158
39 1.2920  -1507.1410 -3956998.8082 270.5471
40 1.3020  -1507.1416 -3957000.3225 269.0329
41 1.3121  -1507.1420 -3957001.2763 268.0791
42 1.3221  -1507.1422 -3957001.8651 267.4903
43 1.3322  -1507.1423 -3957001.9775 267.3779
44 1.3422  -1507.1421 -3957001.6622 267.6931
45 1.3523  -1507.1419 -3957000.9344 268.4210
46 1.3623  -1507.1415 -3956999.9734 269.3820
47 1.3724  -1507.1410 -3956998.6386 270.7167
48 1.3824  -1507.1404 -3956997.0193 272.3361
49 1.3925  -1507.1397 -3956995.2443 274.1111
