0 0.9000  -879.6884 -2309621.8284 1357.2308
1 0.9100  -879.7213 -2309708.1856 1270.8735
2 0.9201  -879.7522 -2309789.3092 1189.7499
3 0.9301  -879.7812 -2309865.5223 1113.5369
4 0.9401  -879.8084 -2309937.0750 1041.9842
5 0.9501  -879.8340 -2310004.2315 974.8277
6 0.9602  -879.8580 -2310067.2177 911.8415
7 0.9702  -879.8805 -2310126.2887 852.7704
8 0.9802  -879.9016 -2310181.6297 797.4295
9 0.9902  -879.9213 -2310233.4600 745.5992
10 1.0003  -879.9398 -2310281.9582 697.1010
11 1.0103  -879.9571 -2310327.3291 651.7301
12 1.0203  -879.9732 -2310369.7234 609.3358
13 1.0303  -879.9883 -2310409.3163 569.7428
14 1.0404  -880.0024 -2310446.2485 532.8107
15 1.0504  -880.0155 -2310480.6884 498.3707
16 1.0604  -880.0277 -2310512.7591 466.3000
17 1.0704  -880.0391 -2310542.5900 436.4691
18 1.0805  -880.0496 -2310570.3019 408.7572
19 1.0905  -880.0594 -2310596.0464 383.0128
20 1.1005  -880.0685 -2310619.8838 359.1754
21 1.1105  -880.0769 -2310641.9598 337.0993
22 1.1206  -880.0847 -2310662.3436 316.7155
23 1.1306  -880.0918 -2310681.1456 297.9136
24 1.1406  -880.0984 -2310698.4627 280.5964
25 1.1506  -880.1045 -2310714.3772 264.6819
26 1.1607  -880.1101 -2310728.9459 250.1132
27 1.1707  -880.1151 -2310742.2621 236.7970
28 1.1807  -880.1197 -2310754.3998 224.6593
29 1.1907  -880.1239 -2310765.4269 213.6322
30 1.2008  -880.1278 -2310775.4092 203.6500
31 1.2108  -880.1312 -2310784.4069 194.6522
32 1.2208  -880.1343 -2310792.4803 186.5789
33 1.2308  -880.1370 -2310799.6830 179.3762
34 1.2409  -880.1394 -2310806.0700 172.9892
35 1.2509  -880.1416 -2310811.7184 167.3408
36 1.2609  -880.1434 -2310816.6198 162.4393
37 1.2709  -880.1451 -2310820.8683 158.1909
38 1.2810  -880.1464 -2310824.4885 154.5706
39 1.2910  -880.1476 -2310827.5012 151.5579
40 1.3010  -880.1485 -2310829.9546 149.1046
41 1.3110  -880.1493 -2310831.8942 147.1649
42 1.3211  -880.1498 -2310833.3579 145.7012
43 1.3311  -880.1502 -2310834.3772 144.6820
44 1.3411  -880.1504 -2310834.9853 144.0738
45 1.3511  -880.1505 -2310835.2108 143.8483
46 1.3612  -880.1505 -2310835.0844 143.9748
47 1.3712  -880.1503 -2310834.6859 144.3733
48 1.3812  -880.1500 -2310833.9430 145.1161
49 1.3912  -880.1497 -2310832.9549 146.1043
50 1.4013  -880.1492 -2310831.6741 147.3850
51 1.4113  -880.1486 -2310830.2222 148.8369
52 1.4213  -880.1480 -2310828.5212 150.5380
53 1.4313  -880.1478 -2310828.0573 151.0019
54 1.4414  -880.1511 -2310836.7213 142.3379
55 1.4514  -880.1505 -2310835.1011 143.9580
56 1.4614  -880.1498 -2310833.1713 145.8878
57 1.4714  -880.1490 -2310831.1734 147.8858
58 1.4815  -880.1482 -2310828.9954 150.0638
59 1.4915  -880.1473 -2310826.7743 152.2849
60 1.5015  -880.1464 -2310824.4068 154.6523
61 1.5115  -880.1455 -2310822.0213 157.0378
62 1.5216  -880.1445 -2310819.5135 159.5457
63 1.5316  -880.1436 -2310817.0066 162.0525
64 1.5416  -880.1426 -2310814.4018 164.6574
65 1.5516  -880.1416 -2310811.8195 167.2397
66 1.5617  -880.1406 -2310809.1515 169.9076
67 1.5717  -880.1396 -2310806.5168 172.5424
68 1.5817  -880.1386 -2310803.8156 175.2435
69 1.5917  -880.1376 -2310801.1582 177.9010
70 1.6018  -880.1365 -2310798.4501 180.6091
71 1.6118  -880.1355 -2310795.7930 183.2661
72 1.6218  -880.1345 -2310793.1622 185.8970
73 1.6318  -880.1335 -2310790.4891 188.5701
74 1.6419  -880.1325 -2310787.8604 191.1988
75 1.6519  -880.1315 -2310785.2623 193.7968
76 1.6619  -880.1305 -2310782.6870 196.3722
77 1.6719  -880.1295 -2310780.1026 198.9565
78 1.6820  -880.1286 -2310777.5713 201.4879
79 1.6920  -880.1276 -2310775.0707 203.9885
80 1.7020  -880.1267 -2310772.6025 206.4566
81 1.7120  -880.1258 -2310770.1689 208.8902
82 1.7221  -880.1248 -2310767.7720 211.2872
83 1.7321  -880.1239 -2310765.4134 213.6458
84 1.7421  -880.1231 -2310763.0944 215.9647
85 1.7521  -880.1222 -2310760.8158 218.2433
86 1.7622  -880.1213 -2310758.5790 220.4801
87 1.7722  -880.1205 -2310756.3842 222.6749
88 1.7822  -880.1197 -2310754.2321 224.8270
89 1.7922  -880.1189 -2310752.1232 226.9360
90 1.8023  -880.1181 -2310750.0577 229.0014
91 1.8123  -880.1173 -2310748.0358 231.0234
92 1.8223  -880.1166 -2310746.0574 233.0018
93 1.8323  -880.1158 -2310744.1227 234.9364
94 1.8424  -880.1151 -2310742.2316 236.8275
95 1.8524  -880.1144 -2310740.3840 238.6752
96 1.8624  -880.1137 -2310738.5796 240.4796
97 1.8724  -880.1131 -2310736.8181 242.2410
98 1.8825  -880.1124 -2310735.0996 243.9595
99 1.8925  -880.1118 -2310733.4232 245.6360
100 1.9025  -880.1111 -2310731.7887 247.2704
101 1.9125  -880.1105 -2310730.1959 248.8632
102 1.9226  -880.1099 -2310728.6443 250.4148
103 1.9326  -880.1094 -2310727.1334 251.9257
104 1.9426  -880.1088 -2310725.6628 253.3963
105 1.9526  -880.1083 -2310724.2321 254.8271
106 1.9627  -880.1077 -2310722.8404 256.2187
107 1.9727  -880.1072 -2310721.4874 257.5717
108 1.9827  -880.1067 -2310720.1726 258.8866
109 1.9927  -880.1062 -2310718.8961 260.1631
110 2.0028  -880.1058 -2310717.6565 261.4027
111 2.0128  -880.1053 -2310716.4530 262.6061
112 2.0228  -880.1049 -2310715.2853 263.7739
113 2.0328  -880.1044 -2310714.1525 264.9067
114 2.0429  -880.1040 -2310713.0542 266.0050
115 2.0529  -880.1036 -2310711.9896 267.0696
116 2.0629  -880.1032 -2310710.9581 268.1010
117 2.0729  -880.1028 -2310709.9596 269.0996
118 2.0830  -880.1025 -2310708.9911 270.0680
119 2.0930  -880.1021 -2310708.0535 271.0057
120 2.1030  -880.1018 -2310707.1461 271.9130
121 2.1130  -880.1014 -2310706.2683 272.7908
122 2.1231  -880.1011 -2310705.4194 273.6398
123 2.1331  -880.1008 -2310704.5989 274.4602
124 2.1431  -880.1005 -2310703.8059 275.2533
125 2.1531  -880.1002 -2310703.0395 276.0197
126 2.1632  -880.0999 -2310702.2992 276.7599
127 2.1732  -880.0996 -2310701.5843 277.4748
128 2.1832  -880.0994 -2310700.8942 278.1650
129 2.1932  -880.0991 -2310700.2284 278.8308
130 2.2033  -880.0989 -2310699.5870 279.4721
131 2.2133  -880.0986 -2310698.9687 280.0905
132 2.2233  -880.0984 -2310698.3726 280.6865
133 2.2333  -880.0982 -2310697.7984 281.2608
134 2.2434  -880.0980 -2310697.2454 281.8137
135 2.2534  -880.0978 -2310696.7134 282.3458
136 2.2634  -880.0976 -2310696.2016 282.8576
137 2.2734  -880.0974 -2310695.7096 283.3496
138 2.2835  -880.0972 -2310695.2370 283.8221
139 2.2935  -880.0970 -2310694.7866 284.2725
140 2.3035  -880.0969 -2310694.3541 284.7051
141 2.3135  -880.0967 -2310693.9396 285.1195
142 2.3236  -880.0966 -2310693.5431 285.5161
143 2.3336  -880.0964 -2310693.1767 285.8824
144 2.3436  -880.0963 -2310692.8564 286.2027
145 2.3536  -880.0962 -2310692.5331 286.5260
146 2.3637  -880.0961 -2310692.2381 286.8211
147 2.3737  -880.0960 -2310691.9458 287.1134
148 2.3837  -880.0958 -2310691.6376 287.4216
149 2.3937  -880.0957 -2310691.3384 287.7207
150 2.4038  -880.0956 -2310691.0504 288.0088
151 2.4138  -880.0955 -2310690.7760 288.2831
152 2.4238  -880.0954 -2310690.5148 288.5443
153 2.4338  -880.0953 -2310690.2653 288.7939
154 2.4439  -880.0952 -2310690.0283 289.0308
155 2.4539  -880.0951 -2310689.8045 289.2547
156 2.4639  -880.0951 -2310689.5937 289.4654
157 2.4739  -880.0950 -2310689.3934 289.6657
158 2.4840  -880.0949 -2310689.2066 289.8526
159 2.4940  -880.0949 -2310689.0330 290.0261
160 2.5040  -880.0948 -2310688.8730 290.1861
161 2.5140  -880.0947 -2310688.7265 290.3326
162 2.5241  -880.0961 -2310692.3007 286.7584
163 2.5341  -880.0985 -2310698.5803 280.4789
164 2.5441  -880.1965 -2310956.0150 23.0441
165 2.5541  -880.1968 -2310956.8185 22.2407
166 2.5642  -880.1971 -2310957.5953 21.4638
167 2.5742  -880.1974 -2310958.3475 20.7116
168 2.5842  -880.1977 -2310959.0759 19.9833
169 2.5942  -880.1980 -2310959.7812 19.2779
170 2.6043  -880.1982 -2310960.4643 18.5948
171 2.6143  -880.1985 -2310961.1256 17.9335
172 2.6243  -880.1987 -2310961.7659 17.2933
173 2.6343  -880.1990 -2310962.3856 16.6736
174 2.6444  -880.1992 -2310962.9845 16.0746
175 2.6544  -880.1994 -2310963.5642 15.4949
176 2.6644  -880.1996 -2310964.1252 14.9340
177 2.6744  -880.1998 -2310964.6674 14.3918
178 2.6845  -880.2000 -2310965.1919 13.8673
179 2.6945  -880.2002 -2310965.6992 13.3599
180 2.7045  -880.2004 -2310966.1901 12.8690
181 2.7145  -880.2006 -2310966.6649 12.3943
182 2.7246  -880.2008 -2310967.1236 11.9355
183 2.7346  -880.2009 -2310967.5674 11.4918
184 2.7446  -880.2011 -2310967.9963 11.0629
185 2.7546  -880.2013 -2310968.4106 10.6486
186 2.7647  -880.2014 -2310968.8110 10.2481
187 2.7747  -880.2016 -2310969.1977 9.8614
188 2.7847  -880.2017 -2310969.5713 9.4879
189 2.7947  -880.2018 -2310969.9319 9.1272
190 2.8048  -880.2020 -2310970.2905 8.7686
191 2.8148  -880.2021 -2310970.6306 8.4286
192 2.8248  -880.2022 -2310970.9573 8.1018
193 2.8348  -880.2024 -2310971.2719 7.7873
194 2.8449  -880.2025 -2310971.5751 7.4841
195 2.8549  -880.2026 -2310971.8673 7.1918
196 2.8649  -880.2027 -2310972.1491 6.9101
197 2.8749  -880.2028 -2310972.4207 6.6384
198 2.8850  -880.2029 -2310972.6826 6.3765
199 2.8950  -880.2030 -2310972.9351 6.1240
200 2.9050  -880.2031 -2310973.1786 5.8805
201 2.9150  -880.2032 -2310973.4133 5.6458
202 2.9251  -880.2033 -2310973.6396 5.4196
203 2.9351  -880.2033 -2310973.8577 5.2015
204 2.9451  -880.2034 -2310974.0678 4.9913
205 2.9551  -880.2035 -2310974.2704 4.7888
206 2.9652  -880.2036 -2310974.4655 4.5936
207 2.9752  -880.2036 -2310974.6536 4.4056
208 2.9852  -880.2037 -2310974.8340 4.2251
209 2.9952  -880.2038 -2310975.0080 4.0512
210 3.0053  -880.2038 -2310975.1756 3.8836
211 3.0153  -880.2039 -2310975.3370 3.7221
212 3.0253  -880.2040 -2310975.4925 3.5667
213 3.0353  -880.2040 -2310975.6421 3.4170
214 3.0454  -880.2041 -2310975.7860 3.2731
215 3.0554  -880.2041 -2310975.9245 3.1346
216 3.0654  -880.2042 -2310976.0577 3.0015
217 3.0754  -880.2042 -2310976.1856 2.8735
218 3.0855  -880.2043 -2310976.3087 2.7505
219 3.0955  -880.2043 -2310976.4269 2.6322
220 3.1055  -880.2044 -2310976.5405 2.5187
221 3.1155  -880.2044 -2310976.6496 2.4096
222 3.1256  -880.2044 -2310976.7544 2.3048
223 3.1356  -880.2045 -2310976.8549 2.2042
224 3.1456  -880.2045 -2310976.9515 2.1077
225 3.1556  -880.2045 -2310977.0441 2.0150
226 3.1657  -880.2046 -2310977.1331 1.9261
227 3.1757  -880.2046 -2310977.2184 1.8407
228 3.1857  -880.2046 -2310977.3003 1.7588
229 3.1957  -880.2047 -2310977.3789 1.6803
230 3.2058  -880.2047 -2310977.4542 1.6050
231 3.2158  -880.2047 -2310977.5265 1.5326
232 3.2258  -880.2048 -2310977.5959 1.4633
233 3.2358  -880.2048 -2310977.6624 1.3967
234 3.2459  -880.2048 -2310977.7263 1.3329
235 3.2559  -880.2048 -2310977.7866 1.2726
236 3.2659  -880.2049 -2310977.8446 1.2146
237 3.2759  -880.2049 -2310977.9005 1.1586
238 3.2860  -880.2049 -2310977.9542 1.1049
239 3.2960  -880.2049 -2310978.0059 1.0533
240 3.3060  -880.2049 -2310978.0555 1.0037
241 3.3160  -880.2050 -2310978.1030 0.9562
242 3.3261  -880.2050 -2310978.1487 0.9105
243 3.3361  -880.2050 -2310978.1924 0.8667
244 3.3461  -880.2050 -2310978.2344 0.8247
245 3.3561  -880.2050 -2310978.2746 0.7846
246 3.3662  -880.2050 -2310978.3132 0.7460
247 3.3762  -880.2050 -2310978.3502 0.7090
248 3.3862  -880.2051 -2310978.3856 0.6736
249 3.3962  -880.2051 -2310978.4195 0.6397
250 3.4063  -880.2051 -2310978.4520 0.6072
251 3.4163  -880.2051 -2310978.4830 0.5761
252 3.4263  -880.2051 -2310978.5128 0.5464
253 3.4363  -880.2051 -2310978.5402 0.5189
254 3.4464  -880.2051 -2310978.5655 0.4936
255 3.4564  -880.2051 -2310978.5891 0.4701
256 3.4664  -880.2051 -2310978.6120 0.4471
257 3.4764  -880.2052 -2310978.6343 0.4248
258 3.4865  -880.2052 -2310978.6552 0.4039
259 3.4965  -880.2052 -2310978.6754 0.3837
260 3.5065  -880.2052 -2310978.6950 0.3641
261 3.5165  -880.2052 -2310978.7140 0.3452
262 3.5266  -880.2052 -2310978.7322 0.3269
263 3.5366  -880.2052 -2310978.7498 0.3094
264 3.5466  -880.2052 -2310978.7666 0.2925
265 3.5566  -880.2052 -2310978.7828 0.2763
266 3.5667  -880.2052 -2310978.7984 0.2608
267 3.5767  -880.2052 -2310978.8133 0.2459
268 3.5867  -880.2052 -2310978.8276 0.2316
269 3.5967  -880.2052 -2310978.8413 0.2179
270 3.6068  -880.2052 -2310978.8543 0.2049
271 3.6168  -880.2052 -2310978.8667 0.1924
272 3.6268  -880.2052 -2310978.8786 0.1805
273 3.6368  -880.2053 -2310978.8900 0.1692
274 3.6469  -880.2053 -2310978.9008 0.1584
275 3.6569  -880.2053 -2310978.9110 0.1481
276 3.6669  -880.2053 -2310978.9208 0.1383
277 3.6769  -880.2053 -2310978.9302 0.1289
278 3.6870  -880.2053 -2310978.9391 0.1200
279 3.6970  -880.2053 -2310978.9475 0.1116
280 3.7070  -880.2053 -2310978.9555 0.1036
281 3.7170  -880.2053 -2310978.9631 0.0960
282 3.7271  -880.2053 -2310978.9703 0.0888
283 3.7371  -880.2053 -2310978.9771 0.0821
284 3.7471  -880.2053 -2310978.9836 0.0756
285 3.7571  -880.2053 -2310978.9897 0.0695
286 3.7672  -880.2053 -2310978.9955 0.0637
287 3.7772  -880.2053 -2310979.0010 0.0581
288 3.7872  -880.2053 -2310979.0062 0.0530
289 3.7972  -880.2053 -2310979.0110 0.0482
290 3.8073  -880.2053 -2310979.0157 0.0435
291 3.8173  -880.2053 -2310979.0201 0.0391
292 3.8273  -880.2053 -2310979.0242 0.0349
293 3.8373  -880.2053 -2310979.0282 0.0309
294 3.8474  -880.2053 -2310979.0320 0.0272
295 3.8574  -880.2053 -2310979.0355 0.0237
296 3.8674  -880.2053 -2310979.0388 0.0204
297 3.8774  -880.2053 -2310979.0420 0.0172
298 3.8875  -880.2053 -2310979.0449 0.0142
299 3.8975  -880.2053 -2310979.0477 0.0114
300 3.9075  -880.2053 -2310979.0504 0.0087
301 3.9175  -880.2053 -2310979.0528 0.0063
302 3.9276  -880.2053 -2310979.0551 0.0040
303 3.9376  -880.2053 -2310979.0572 0.0019
304 3.9476  -880.2053 -2310979.0592 0.0000
305 3.9576  -880.2053 -2310979.0587 0.0004
306 3.9677  -880.2053 -2310979.0583 0.0008
307 3.9777  -880.2053 -2310979.0581 0.0011
308 3.9877  -880.2053 -2310979.0579 0.0012
309 3.9977  -880.2053 -2310979.0579 0.0013
310 4.0078  -880.2053 -2310979.0576 0.0015
311 4.0178  -880.2053 -2310979.0573 0.0018
312 4.0278  -880.2053 -2310979.0569 0.0023
313 4.0378  -880.2053 -2310979.0565 0.0027
314 4.0479  -880.2053 -2310979.0559 0.0033
315 4.0579  -880.2053 -2310979.0551 0.0040
316 4.0679  -880.2053 -2310979.0543 0.0049
317 4.0779  -880.2053 -2310979.0527 0.0065
318 4.0880  -880.2053 -2310979.0509 0.0082
319 4.0980  -880.2053 -2310979.0492 0.0100
320 4.1080  -880.2053 -2310979.0473 0.0119
321 4.1180  -880.2053 -2310979.0453 0.0139
322 4.1281  -880.2053 -2310979.0431 0.0160
323 4.1381  -880.2053 -2310979.0409 0.0183
324 4.1481  -880.2053 -2310979.0386 0.0206
325 4.1581  -880.2053 -2310979.0362 0.0229
326 4.1682  -880.2053 -2310979.0338 0.0254
327 4.1782  -880.2053 -2310979.0313 0.0279
328 4.1882  -880.2053 -2310979.0288 0.0304
329 4.1982  -880.2053 -2310979.0263 0.0328
330 4.2083  -880.2053 -2310979.0238 0.0354
331 4.2183  -880.2053 -2310979.0213 0.0378
