0 0.9000  -765.1278 -2008843.0400 1420.0786
1 0.9100  -765.1609 -2008929.9626 1333.1559
2 0.9201  -765.1920 -2009011.6355 1251.4830
3 0.9301  -765.2213 -2009088.4221 1174.6965
4 0.9401  -765.2487 -2009160.5412 1102.5774
5 0.9501  -765.2745 -2009228.2760 1034.8425
6 0.9602  -765.2987 -2009291.8394 971.2792
7 0.9702  -765.3215 -2009351.5599 911.5587
8 0.9802  -765.3428 -2009407.5261 855.5925
9 0.9902  -765.3628 -2009459.9594 803.1592
10 1.0003  -765.3815 -2009509.1284 753.9901
11 1.0103  -765.3990 -2009555.1613 707.9573
12 1.0203  -765.4154 -2009598.2137 664.9048
13 1.0303  -765.4308 -2009638.5020 624.6166
14 1.0404  -765.4451 -2009676.1047 587.0138
15 1.0504  -765.4585 -2009711.2903 551.8282
16 1.0604  -765.4710 -2009744.0792 519.0393
17 1.0704  -765.4827 -2009774.7196 488.3990
18 1.0805  -765.4935 -2009803.1875 459.9310
19 1.0905  -765.5036 -2009829.8139 433.3047
20 1.1005  -765.5147 -2009858.8419 404.2766
21 1.1105  -765.5235 -2009881.9429 381.1756
22 1.1206  -765.5316 -2009903.3420 359.7765
23 1.1306  -765.5392 -2009923.1827 339.9359
24 1.1406  -765.5462 -2009941.5108 321.6078
25 1.1506  -765.5526 -2009958.4562 304.6624
26 1.1607  -765.5586 -2009974.0529 289.0657
27 1.1707  -765.5641 -2009988.4263 274.6922
28 1.1807  -765.5691 -2010001.5971 261.5215
29 1.1907  -765.5737 -2010013.6889 249.4297
30 1.2008  -765.5779 -2010024.7081 238.4104
31 1.2108  -765.5817 -2010034.7791 228.3394
32 1.2208  -765.5852 -2010043.8937 219.2248
33 1.2308  -765.5883 -2010052.1780 210.9405
34 1.2409  -765.5912 -2010059.6101 203.5084
35 1.2509  -765.5937 -2010066.3180 196.8006
36 1.2609  -765.5960 -2010072.2668 190.8517
37 1.2709  -765.5980 -2010077.5871 185.5315
38 1.2810  -765.5998 -2010082.2326 180.8859
39 1.2910  -765.6013 -2010086.3357 176.7829
40 1.3010  -765.6027 -2010089.8401 173.2785
41 1.3110  -765.6038 -2010092.8792 170.2394
42 1.3211  -765.6048 -2010095.3887 167.7299
43 1.3311  -765.6056 -2010097.5019 165.6166
44 1.3411  -765.6062 -2010099.1483 163.9702
45 1.3511  -765.6067 -2010100.4602 162.6583
46 1.3612  -765.6071 -2010101.3622 161.7564
47 1.3712  -765.6073 -2010101.9846 161.1340
48 1.3812  -765.6074 -2010102.2481 160.8704
49 1.3912  -765.6074 -2010102.2808 160.8377
50 1.4013  -765.6073 -2010102.0013 161.1172
51 1.4113  -765.6071 -2010101.5340 161.5846
52 1.4213  -765.6069 -2010100.7988 162.3197
53 1.4313  -765.6065 -2010099.9191 163.1995
54 1.4414  -765.6061 -2010098.8028 164.3157
55 1.4514  -765.6056 -2010097.5733 165.5452
56 1.4614  -765.6051 -2010096.1433 166.9753
57 1.4714  -765.6045 -2010094.6291 168.4894
58 1.4815  -765.6039 -2010092.9460 170.1726
59 1.4915  -765.6032 -2010091.2037 171.9148
60 1.5015  -765.6025 -2010089.3853 173.7333
61 1.5115  -765.6018 -2010087.4251 175.6935
62 1.5216  -765.6010 -2010085.4227 177.6959
63 1.5316  -765.6002 -2010083.3705 179.7480
64 1.5416  -765.5994 -2010081.2280 181.8906
65 1.5516  -765.5986 -2010079.0984 184.0202
66 1.5617  -765.5977 -2010076.8753 186.2433
67 1.5717  -765.5969 -2010074.6575 188.4610
68 1.5817  -765.5960 -2010072.3801 190.7385
69 1.5917  -765.5952 -2010070.1241 192.9944
70 1.6018  -765.5943 -2010067.8218 195.2967
71 1.6118  -765.5934 -2010065.5522 197.5663
72 1.6218  -765.5926 -2010063.2478 199.8708
73 1.6318  -765.5917 -2010060.9840 202.1345
74 1.6419  -765.5908 -2010058.6951 204.4235
75 1.6519  -765.5900 -2010056.4545 206.6641
76 1.6619  -765.5891 -2010054.1961 208.9225
77 1.6719  -765.5883 -2010051.9919 211.1266
78 1.6820  -765.5874 -2010049.7785 213.3400
79 1.6920  -765.5866 -2010047.6286 215.4900
80 1.7020  -765.5858 -2010045.4683 217.6503
81 1.7120  -765.5850 -2010043.3727 219.7459
82 1.7221  -765.5842 -2010041.2719 221.8467
83 1.7321  -765.5834 -2010039.2390 223.8796
84 1.7421  -765.5826 -2010037.2036 225.9149
85 1.7521  -765.5819 -2010035.2388 227.8798
86 1.7622  -765.5811 -2010033.2734 229.8451
87 1.7722  -765.5804 -2010031.3811 231.7375
88 1.7822  -765.5797 -2010029.5381 233.5804
89 1.7922  -765.5790 -2010027.6892 235.4293
90 1.8023  -765.5783 -2010025.9050 237.2135
91 1.8123  -765.5777 -2010024.1714 238.9471
92 1.8223  -765.5770 -2010022.4397 240.6788
93 1.8323  -765.5764 -2010020.7877 242.3309
94 1.8424  -765.5758 -2010019.1339 243.9846
95 1.8524  -765.5752 -2010017.5620 245.5566
96 1.8624  -765.5746 -2010015.9882 247.1304
97 1.8724  -765.5740 -2010014.4455 248.6730
98 1.8825  -765.5746 -2010016.1688 246.9498
99 1.8925  -765.5741 -2010014.7405 248.3781
100 1.9025  -765.5735 -2010013.3036 249.8149
101 1.9125  -765.5730 -2010011.9182 251.2003
102 1.9226  -765.5725 -2010010.5471 252.5715
103 1.9326  -765.5720 -2010009.2041 253.9144
104 1.9426  -765.5715 -2010007.8944 255.2241
105 1.9526  -765.5710 -2010006.6189 256.4997
106 1.9627  -765.5705 -2010005.3772 257.7413
107 1.9727  -765.5701 -2010004.1690 258.9496
108 1.9827  -765.5696 -2010002.9935 260.1250
109 1.9927  -765.5692 -2010001.8894 261.2291
110 2.0028  -765.5688 -2010000.7827 262.3358
111 2.0128  -765.5684 -2009999.7163 263.4023
112 2.0228  -765.5680 -2009998.7074 264.4111
113 2.0328  -765.5676 -2009997.7098 265.4088
114 2.0429  -765.5672 -2009996.7300 266.3885
115 2.0529  -765.5669 -2009995.7751 267.3435
116 2.0629  -765.5665 -2009994.8461 268.2724
117 2.0729  -765.5662 -2009993.9445 269.1741
118 2.0830  -765.5658 -2009993.0700 270.0486
119 2.0930  -765.5655 -2009992.2220 270.8966
120 2.1030  -765.5652 -2009991.3999 271.7187
121 2.1130  -765.5649 -2009990.6031 272.5155
122 2.1231  -765.5646 -2009989.8308 273.2877
123 2.1331  -765.5643 -2009989.0808 274.0378
124 2.1431  -765.5640 -2009988.3534 274.7651
125 2.1531  -765.5638 -2009987.6487 275.4698
126 2.1632  -765.5635 -2009986.9664 276.1521
127 2.1732  -765.5633 -2009986.4142 276.7043
128 2.1832  -765.5631 -2009985.7890 277.3296
129 2.1932  -765.5628 -2009985.1752 277.9433
130 2.2033  -765.5626 -2009984.5795 278.5390
131 2.2133  -765.5624 -2009984.0036 279.1150
132 2.2233  -765.5622 -2009983.4477 279.6708
133 2.2333  -765.5620 -2009982.9117 280.2069
134 2.2434  -765.5618 -2009982.3951 280.7234
135 2.2534  -765.5616 -2009981.8975 281.2210
136 2.2634  -765.5614 -2009981.4184 281.7001
137 2.2734  -765.5612 -2009980.9574 282.1611
138 2.2835  -765.5610 -2009980.5141 282.6044
139 2.2935  -765.5609 -2009980.0884 283.0302
140 2.3035  -765.5607 -2009979.6799 283.4386
141 2.3135  -765.5606 -2009979.2887 283.8298
142 2.3236  -765.5604 -2009978.9147 284.2038
143 2.3336  -765.6499 -2010213.8423 49.2763
144 2.3436  -765.6512 -2010217.0964 46.0222
145 2.3536  -765.6517 -2010218.5781 44.5404
146 2.3637  -765.6523 -2010220.0123 43.1063
147 2.3737  -765.6528 -2010221.4047 41.7138
148 2.3837  -765.6533 -2010222.7578 40.3608
149 2.3937  -765.6538 -2010224.0726 39.0459
150 2.4038  -765.6543 -2010225.3504 37.7682
151 2.4138  -765.6548 -2010226.5919 36.5267
152 2.4238  -765.6552 -2010227.7980 35.3206
153 2.4338  -765.6557 -2010228.9695 34.1490
154 2.4439  -765.6561 -2010230.1072 33.0114
155 2.4539  -765.6565 -2010231.2117 31.9068
156 2.4639  -765.6569 -2010232.2840 30.8346
157 2.4739  -765.6573 -2010233.3246 29.7939
158 2.4840  -765.6577 -2010234.3345 28.7841
159 2.4940  -765.6581 -2010235.3141 27.8045
160 2.5040  -765.6585 -2010236.2644 26.8542
161 2.5140  -765.6588 -2010237.1859 25.9327
162 2.5241  -765.6591 -2010238.0794 25.0392
163 2.5341  -765.6595 -2010238.9456 24.1730
164 2.5441  -765.6598 -2010239.7852 23.3334
165 2.5541  -765.6601 -2010240.5988 22.5198
166 2.5642  -765.6604 -2010241.3871 21.7314
167 2.5742  -765.6607 -2010242.1509 20.9677
168 2.5842  -765.6610 -2010242.8907 20.2278
169 2.5942  -765.6612 -2010243.6072 19.5114
170 2.6043  -765.6615 -2010244.3010 18.8175
171 2.6143  -765.6618 -2010244.9729 18.1457
172 2.6243  -765.6620 -2010245.6232 17.4953
173 2.6343  -765.6623 -2010246.2528 16.8657
174 2.6444  -765.6625 -2010246.8611 16.2575
175 2.6544  -765.6627 -2010247.4496 15.6689
176 2.6644  -765.6629 -2010248.0187 15.0999
177 2.6744  -765.6631 -2010248.5694 14.5492
178 2.6845  -765.6633 -2010249.1022 14.0164
179 2.6945  -765.6635 -2010249.6177 13.5009
180 2.7045  -765.6637 -2010250.1163 13.0022
181 2.7145  -765.6639 -2010250.5985 12.5200
182 2.7246  -765.6641 -2010251.0648 12.0537
183 2.7346  -765.6643 -2010251.5156 11.6030
184 2.7446  -765.6644 -2010251.9512 11.1674
185 2.7546  -765.6646 -2010252.3722 10.7464
186 2.7647  -765.6647 -2010252.7789 10.3397
187 2.7747  -765.6649 -2010253.1717 9.9468
188 2.7847  -765.6650 -2010253.5509 9.5676
189 2.7947  -765.6652 -2010253.9173 9.2012
190 2.8048  -765.6653 -2010254.2710 8.8476
191 2.8148  -765.6654 -2010254.6124 8.5061
192 2.8248  -765.6656 -2010254.9410 8.1776
193 2.8348  -765.6657 -2010255.2730 7.8456
194 2.8449  -765.6658 -2010255.5761 7.5425
195 2.8549  -765.6659 -2010255.8681 7.2504
196 2.8649  -765.6660 -2010256.1508 6.9678
197 2.8749  -765.6661 -2010256.4239 6.6947
198 2.8850  -765.6662 -2010256.6877 6.4309
199 2.8950  -765.6663 -2010256.9423 6.1763
200 2.9050  -765.6664 -2010257.2040 5.9145
201 2.9150  -765.6665 -2010257.4381 5.6805
202 2.9251  -765.6666 -2010257.6704 5.4482
203 2.9351  -765.6667 -2010257.8927 5.2259
204 2.9451  -765.6668 -2010258.1065 5.0121
205 2.9551  -765.6668 -2010258.3123 4.8062
206 2.9652  -765.6669 -2010258.5105 4.6080
207 2.9752  -765.6670 -2010258.7014 4.4171
208 2.9852  -765.6671 -2010258.8853 4.2333
209 2.9952  -765.6671 -2010259.0624 4.0562
210 3.0053  -765.6672 -2010259.2329 3.8857
211 3.0153  -765.6673 -2010259.3971 3.7215
212 3.0253  -765.6673 -2010259.5550 3.5635
213 3.0353  -765.6674 -2010259.7072 3.4114
214 3.0454  -765.6674 -2010259.8536 3.2650
215 3.0554  -765.6675 -2010259.9944 3.1242
216 3.0654  -765.6675 -2010260.1298 2.9888
217 3.0754  -765.6676 -2010260.2600 2.8586
218 3.0855  -765.6676 -2010260.3851 2.7334
219 3.0955  -765.6677 -2010260.5054 2.6132
220 3.1055  -765.6677 -2010260.6209 2.4977
221 3.1155  -765.6678 -2010260.7318 2.3867
222 3.1256  -765.6678 -2010260.8383 2.2803
223 3.1356  -765.6679 -2010260.9405 2.1780
